"date","away","home","name","id"
"2010-04-02","두산","SK","가득염",1
"2010-04-04","두산","SK","가득염",1
"2010-04-06","기아","SK","가득염",1
"2010-04-07","기아","SK","가득염",1
"2010-04-10","SK","넥센","가득염",1
"2010-04-15","SK","한화","가득염",1
"2010-04-16","삼성","SK","가득염",1
"2010-05-01","LG","SK","가득염",1
"2010-05-02","LG","SK","가득염",1
"2010-05-06","넥센","SK","가득염",1
"2010-05-07","SK","삼성","가득염",1
"2010-05-11","SK","롯데","가득염",1
"2010-05-14","두산","SK","가득염",1
"2010-05-19","넥센","SK","가득염",1
"2010-06-03","한화","SK","가득염",1
"2010-06-06","SK","LG","가득염",1
"2010-06-09","삼성","SK","가득염",1
"2010-07-27","SK","LG","가득염",1
"2010-09-10","SK","한화","가득염",1
"2010-09-24","LG","SK","가득염",1
"2010-09-25","한화","SK","가득염",1
"2013-05-22","넥센","두산","강동연",10
"2014-08-08","넥센","두산","강동연",10
"2016-04-02","두산","삼성","강동연",10
"2016-04-26","SK","두산","강동연",10
"2016-05-04","두산","LG","강동연",10
"2016-05-06","롯데","두산","강동연",10
"2016-05-19","기아","두산","강동연",10
"2016-05-20","두산","롯데","강동연",10
"2016-05-22","두산","롯데","강동연",10
"2016-08-04","LG","두산","강동연",10
"2016-08-05","두산","롯데","강동연",10
"2016-08-06","두산","롯데","강동연",10
"2016-09-18","두산","KT","강동연",10
"2018-09-12","두산","롯데","강동연",10
"2018-09-21","두산","LG","강동연",10
"2018-09-27","두산","한화","강동연",10
"2018-09-28","두산","한화","강동연",10
"2018-10-06","LG","두산","강동연",10
"2018-10-10","SK","두산","강동연",10
"2018-10-11","SK","두산","강동연",10
"2018-10-13","KT","두산","강동연",10
"2017-04-23","롯데","넥센","강동호",12
"2017-04-27","한화","롯데","강동호",12
"2017-05-03","롯데","KT","강동호",12
"2017-05-05","기아","롯데","강동호",12
"2017-05-07","기아","롯데","강동호",12
"2017-05-10","롯데","한화","강동호",12
"2017-05-13","두산","롯데","강동호",12
"2017-05-14","두산","롯데","강동호",12
"2017-05-17","KT","롯데","강동호",12
"2017-05-18","KT","롯데","강동호",12
"2017-05-23","SK","롯데","강동호",12
"2017-05-25","SK","롯데","강동호",12
"2017-05-27","롯데","기아","강동호",12
"2017-06-08","롯데","NC","강동호",12
"2017-06-10","두산","롯데","강동호",12
"2017-06-14","기아","롯데","강동호",12
"2017-06-15","기아","롯데","강동호",12
"2017-06-20","롯데","KT","강동호",12
"2017-06-21","롯데","KT","강동호",12
"2017-06-23","롯데","두산","강동호",12
"2017-06-27","LG","롯데","강동호",12
"2017-06-28","LG","롯데","강동호",12
"2017-07-05","롯데","삼성","강동호",12
"2017-07-07","SK","롯데","강동호",12
"2017-07-09","SK","롯데","강동호",12
"2017-07-26","한화","롯데","강동호",12
"2017-09-14","기아","롯데","강동호",12
"2013-05-05","삼성","롯데","강승현",22
"2013-05-16","NC","롯데","강승현",22
"2014-07-24","삼성","롯데","강승현",22
"2014-07-29","두산","롯데","강승현",22
"2014-10-10","NC","롯데","강승현",22
"2016-05-28","롯데","한화","강승현",22
"2016-05-29","롯데","한화","강승현",22
"2016-06-05","NC","롯데","강승현",22
"2016-08-06","두산","롯데","강승현",22
"2016-08-07","두산","롯데","강승현",22
"2016-08-09","롯데","NC","강승현",22
"2017-06-08","한화","기아","강승현",22
"2017-06-09","삼성","한화","강승현",22
"2017-06-14","한화","SK","강승현",22
"2017-06-15","한화","SK","강승현",22
"2017-06-17","한화","KT","강승현",22
"2017-06-18","한화","KT","강승현",22
"2017-06-20","넥센","한화","강승현",22
"2017-06-23","한화","삼성","강승현",22
"2017-06-25","한화","삼성","강승현",22
"2017-06-30","두산","한화","강승현",22
"2017-07-04","한화","넥센","강승현",22
"2017-07-06","한화","넥센","강승현",22
"2017-07-08","한화","LG","강승현",22
"2017-07-11","롯데","한화","강승현",22
"2017-07-19","NC","한화","강승현",22
"2017-07-21","한화","두산","강승현",22
"2017-07-26","한화","롯데","강승현",22
"2017-07-29","LG","한화","강승현",22
"2017-08-03","한화","NC","강승현",22
"2017-08-05","기아","한화","강승현",22
"2017-08-08","한화","두산","강승현",22
"2017-09-01","KT","한화","강승현",22
"2017-09-02","한화","롯데","강승현",22
"2017-09-07","한화","기아","강승현",22
"2017-09-12","한화","삼성","강승현",22
"2017-09-14","넥센","한화","강승현",22
"2017-09-22","롯데","한화","강승현",22
"2017-09-23","삼성","한화","강승현",22
"2017-09-26","한화","롯데","강승현",22
"2017-09-29","기아","한화","강승현",22
"2017-10-03","NC","한화","강승현",22
"2018-03-27","한화","NC","강승현",22
"2018-04-14","삼성","한화","강승현",22
"2010-03-27","넥센","롯데","강영식",24
"2010-04-02","롯데","기아","강영식",24
"2010-04-04","롯데","기아","강영식",24
"2010-04-06","LG","롯데","강영식",24
"2010-04-09","한화","롯데","강영식",24
"2010-04-11","한화","롯데","강영식",24
"2010-04-14","롯데","넥센","강영식",24
"2010-04-16","롯데","두산","강영식",24
"2010-04-18","롯데","두산","강영식",24
"2010-04-21","기아","롯데","강영식",24
"2010-04-22","기아","롯데","강영식",24
"2010-04-28","넥센","롯데","강영식",24
"2010-05-02","기아","롯데","강영식",24
"2010-05-05","롯데","삼성","강영식",24
"2010-05-09","두산","롯데","강영식",24
"2010-05-11","SK","롯데","강영식",24
"2010-05-13","SK","롯데","강영식",24
"2010-05-16","롯데","LG","강영식",24
"2010-05-21","삼성","롯데","강영식",24
"2010-05-25","두산","롯데","강영식",24
"2010-05-27","두산","롯데","강영식",24
"2010-05-29","롯데","SK","강영식",24
"2010-06-01","LG","롯데","강영식",24
"2010-06-04","롯데","삼성","강영식",24
"2010-06-06","롯데","삼성","강영식",24
"2010-06-08","롯데","넥센","강영식",24
"2010-06-11","한화","롯데","강영식",24
"2010-06-15","삼성","롯데","강영식",24
"2010-06-16","삼성","롯데","강영식",24
"2010-06-17","삼성","롯데","강영식",24
"2010-06-19","롯데","LG","강영식",24
"2010-06-20","롯데","LG","강영식",24
"2010-06-22","한화","롯데","강영식",24
"2010-06-24","한화","롯데","강영식",24
"2010-06-27","SK","롯데","강영식",24
"2010-06-30","롯데","삼성","강영식",24
"2010-07-01","롯데","삼성","강영식",24
"2010-07-03","롯데","LG","강영식",24
"2010-07-07","넥센","롯데","강영식",24
"2010-07-09","SK","롯데","강영식",24
"2010-07-14","롯데","넥센","강영식",24
"2010-07-15","롯데","넥센","강영식",24
"2010-07-21","롯데","한화","강영식",24
"2010-07-27","기아","롯데","강영식",24
"2010-07-30","LG","롯데","강영식",24
"2010-08-05","롯데","두산","강영식",24
"2010-08-08","롯데","한화","강영식",24
"2010-08-12","삼성","롯데","강영식",24
"2010-08-18","롯데","SK","강영식",24
"2010-08-19","롯데","SK","강영식",24
"2010-08-24","기아","롯데","강영식",24
"2010-08-27","두산","롯데","강영식",24
"2010-08-29","SK","롯데","강영식",24
"2010-09-03","롯데","기아","강영식",24
"2010-09-04","삼성","롯데","강영식",24
"2010-09-07","넥센","롯데","강영식",24
"2010-09-08","롯데","삼성","강영식",24
"2010-09-11","롯데","두산","강영식",24
"2010-09-15","SK","롯데","강영식",24
"2010-09-18","롯데","한화","강영식",24
"2010-09-19","롯데","한화","강영식",24
"2010-09-24","삼성","롯데","강영식",24
"2010-09-25","롯데","넥센","강영식",24
"2011-04-02","한화","롯데","강영식",24
"2011-04-05","롯데","삼성","강영식",24
"2011-04-09","롯데","넥센","강영식",24
"2011-04-12","두산","롯데","강영식",24
"2011-04-14","두산","롯데","강영식",24
"2011-04-16","롯데","LG","강영식",24
"2011-04-19","롯데","한화","강영식",24
"2011-04-23","SK","롯데","강영식",24
"2011-04-24","SK","롯데","강영식",24
"2011-04-28","LG","롯데","강영식",24
"2011-05-21","롯데","LG","강영식",24
"2011-05-22","롯데","LG","강영식",24
"2011-05-24","삼성","롯데","강영식",24
"2011-05-25","삼성","롯데","강영식",24
"2011-06-01","넥센","롯데","강영식",24
"2011-06-02","넥센","롯데","강영식",24
"2011-06-04","LG","롯데","강영식",24
"2011-06-08","롯데","삼성","강영식",24
"2011-06-10","한화","롯데","강영식",24
"2011-06-14","롯데","SK","강영식",24
"2011-06-15","롯데","SK","강영식",24
"2011-06-18","롯데","넥센","강영식",24
"2011-06-19","롯데","넥센","강영식",24
"2011-06-21","두산","롯데","강영식",24
"2011-06-29","기아","롯데","강영식",24
"2011-07-01","롯데","삼성","강영식",24
"2011-07-02","롯데","삼성","강영식",24
"2011-07-05","롯데","두산","강영식",24
"2011-07-06","롯데","두산","강영식",24
"2011-07-14","한화","롯데","강영식",24
"2011-07-16","LG","롯데","강영식",24
"2011-07-19","롯데","두산","강영식",24
"2011-07-20","롯데","두산","강영식",24
"2011-07-21","롯데","두산","강영식",24
"2011-07-29","두산","롯데","강영식",24
"2011-07-30","두산","롯데","강영식",24
"2011-07-31","두산","롯데","강영식",24
"2011-08-02","롯데","한화","강영식",24
"2011-08-05","삼성","롯데","강영식",24
"2011-08-07","삼성","롯데","강영식",24
"2011-08-09","넥센","롯데","강영식",24
"2011-08-10","넥센","롯데","강영식",24
"2011-08-14","롯데","LG","강영식",24
"2011-08-17","롯데","기아","강영식",24
"2011-08-23","기아","롯데","강영식",24
"2011-08-26","롯데","넥센","강영식",24
"2011-08-31","삼성","롯데","강영식",24
"2011-09-01","기아","롯데","강영식",24
"2011-09-02","롯데","LG","강영식",24
"2011-09-03","롯데","LG","강영식",24
"2011-09-08","롯데","SK","강영식",24
"2011-09-09","롯데","SK","강영식",24
"2011-09-10","넥센","롯데","강영식",24
"2011-09-11","넥센","롯데","강영식",24
"2011-09-13","롯데","삼성","강영식",24
"2011-09-15","롯데","한화","강영식",24
"2011-09-16","롯데","한화","강영식",24
"2011-09-18","롯데","두산","강영식",24
"2011-09-20","SK","롯데","강영식",24
"2011-09-21","SK","롯데","강영식",24
"2011-09-24","롯데","한화","강영식",24
"2011-09-25","롯데","한화","강영식",24
"2011-10-05","한화","롯데","강영식",24
"2011-10-06","한화","롯데","강영식",24
"2012-04-07","한화","롯데","강영식",24
"2012-04-08","한화","롯데","강영식",24
"2012-04-11","롯데","LG","강영식",24
"2012-04-12","롯데","LG","강영식",24
"2012-04-14","두산","롯데","강영식",24
"2012-04-15","두산","롯데","강영식",24
"2012-04-17","SK","롯데","강영식",24
"2012-04-20","롯데","기아","강영식",24
"2012-04-26","롯데","삼성","강영식",24
"2012-05-03","롯데","넥센","강영식",24
"2012-05-06","롯데","SK","강영식",24
"2012-05-08","삼성","롯데","강영식",24
"2012-05-10","삼성","롯데","강영식",24
"2012-05-11","롯데","한화","강영식",24
"2012-05-15","넥센","롯데","강영식",24
"2012-05-22","롯데","삼성","강영식",24
"2012-05-24","롯데","삼성","강영식",24
"2012-05-25","롯데","두산","강영식",24
"2012-05-29","LG","롯데","강영식",24
"2012-05-30","LG","롯데","강영식",24
"2012-06-01","넥센","롯데","강영식",24
"2012-06-06","롯데","한화","강영식",24
"2012-06-07","롯데","한화","강영식",24
"2012-06-09","기아","롯데","강영식",24
"2012-06-12","두산","롯데","강영식",24
"2012-06-13","두산","롯데","강영식",24
"2012-06-14","두산","롯데","강영식",24
"2012-06-15","롯데","넥센","강영식",24
"2012-06-19","롯데","SK","강영식",24
"2012-06-21","롯데","SK","강영식",24
"2012-06-22","롯데","LG","강영식",24
"2012-06-23","롯데","LG","강영식",24
"2012-06-26","한화","롯데","강영식",24
"2012-06-28","한화","롯데","강영식",24
"2012-06-30","롯데","두산","강영식",24
"2012-07-04","SK","롯데","강영식",24
"2012-07-08","삼성","롯데","강영식",24
"2012-07-17","롯데","넥센","강영식",24
"2012-07-19","롯데","넥센","강영식",24
"2012-07-25","롯데","한화","강영식",24
"2012-08-21","롯데","삼성","강영식",24
"2012-08-26","두산","롯데","강영식",24
"2012-08-31","LG","롯데","강영식",24
"2012-09-02","LG","롯데","강영식",24
"2012-09-04","기아","롯데","강영식",24
"2012-09-06","롯데","한화","강영식",24
"2012-09-07","한화","롯데","강영식",24
"2012-09-12","롯데","기아","강영식",24
"2012-09-14","롯데","기아","강영식",24
"2012-09-18","SK","롯데","강영식",24
"2012-09-20","롯데","넥센","강영식",24
"2012-09-21","롯데","LG","강영식",24
"2012-09-28","롯데","삼성","강영식",24
"2012-10-01","롯데","기아","강영식",24
"2012-10-05","롯데","SK","강영식",24
"2013-03-31","한화","롯데","강영식",24
"2013-04-03","롯데","NC","강영식",24
"2013-04-05","기아","롯데","강영식",24
"2013-04-12","롯데","두산","강영식",24
"2013-04-14","롯데","두산","강영식",24
"2013-04-16","넥센","롯데","강영식",24
"2013-04-19","롯데","삼성","강영식",24
"2013-04-21","롯데","삼성","강영식",24
"2013-04-26","롯데","LG","강영식",24
"2013-04-27","롯데","LG","강영식",24
"2013-05-01","롯데","한화","강영식",24
"2013-05-04","삼성","롯데","강영식",24
"2013-05-05","삼성","롯데","강영식",24
"2013-05-10","LG","롯데","강영식",24
"2013-05-11","LG","롯데","강영식",24
"2013-05-14","NC","롯데","강영식",24
"2013-05-15","NC","롯데","강영식",24
"2013-05-17","롯데","SK","강영식",24
"2013-05-25","롯데","넥센","강영식",24
"2013-05-28","두산","롯데","강영식",24
"2013-05-29","두산","롯데","강영식",24
"2013-05-30","두산","롯데","강영식",24
"2013-06-02","롯데","삼성","강영식",24
"2013-06-04","기아","롯데","강영식",24
"2013-06-05","기아","롯데","강영식",24
"2013-06-09","롯데","LG","강영식",24
"2013-06-13","넥센","롯데","강영식",24
"2013-06-15","한화","롯데","강영식",24
"2013-06-19","롯데","두산","강영식",24
"2013-06-23","롯데","SK","강영식",24
"2013-07-02","삼성","롯데","강영식",24
"2013-07-06","롯데","기아","강영식",24
"2013-07-13","롯데","NC","강영식",24
"2013-07-26","SK","롯데","강영식",24
"2013-08-15","넥센","롯데","강영식",24
"2013-08-16","넥센","롯데","강영식",24
"2013-08-18","NC","롯데","강영식",24
"2013-08-25","삼성","롯데","강영식",24
"2013-08-28","롯데","기아","강영식",24
"2013-08-30","한화","롯데","강영식",24
"2013-08-31","LG","롯데","강영식",24
"2013-09-01","LG","롯데","강영식",24
"2013-09-03","롯데","넥센","강영식",24
"2013-09-04","롯데","넥센","강영식",24
"2013-09-10","롯데","NC","강영식",24
"2013-09-15","두산","롯데","강영식",24
"2013-09-17","넥센","롯데","강영식",24
"2013-09-19","NC","롯데","강영식",24
"2013-09-22","롯데","넥센","강영식",24
"2013-09-23","롯데","두산","강영식",24
"2013-09-25","롯데","기아","강영식",24
"2013-09-26","롯데","기아","강영식",24
"2013-09-28","한화","롯데","강영식",24
"2013-10-01","LG","롯데","강영식",24
"2013-10-03","삼성","롯데","강영식",24
"2014-03-30","한화","롯데","강영식",24
"2014-04-04","삼성","롯데","강영식",24
"2014-04-06","삼성","롯데","강영식",24
"2014-04-08","LG","롯데","강영식",24
"2014-04-10","LG","롯데","강영식",24
"2014-04-12","롯데","기아","강영식",24
"2014-04-13","롯데","기아","강영식",24
"2014-04-15","NC","롯데","강영식",24
"2014-04-16","NC","롯데","강영식",24
"2014-04-18","롯데","두산","강영식",24
"2014-04-19","롯데","두산","강영식",24
"2014-04-22","롯데","넥센","강영식",24
"2014-04-24","롯데","넥센","강영식",24
"2014-04-26","SK","롯데","강영식",24
"2014-04-30","롯데","한화","강영식",24
"2014-05-01","롯데","한화","강영식",24
"2014-05-05","롯데","SK","강영식",24
"2014-05-06","두산","롯데","강영식",24
"2014-05-08","두산","롯데","강영식",24
"2014-05-30","롯데","두산","강영식",24
"2014-06-01","롯데","두산","강영식",24
"2014-06-06","롯데","SK","강영식",24
"2014-06-08","롯데","SK","강영식",24
"2014-06-11","LG","롯데","강영식",24
"2014-06-13","기아","롯데","강영식",24
"2014-06-14","기아","롯데","강영식",24
"2014-06-19","롯데","NC","강영식",24
"2014-06-24","롯데","한화","강영식",24
"2014-06-25","롯데","한화","강영식",24
"2014-06-26","롯데","한화","강영식",24
"2014-06-28","NC","롯데","강영식",24
"2014-07-01","롯데","넥센","강영식",24
"2014-07-03","롯데","넥센","강영식",24
"2014-07-04","SK","롯데","강영식",24
"2014-07-08","롯데","삼성","강영식",24
"2014-07-10","롯데","삼성","강영식",24
"2014-07-12","롯데","기아","강영식",24
"2014-07-23","삼성","롯데","강영식",24
"2014-07-26","롯데","LG","강영식",24
"2014-07-27","롯데","LG","강영식",24
"2014-07-30","두산","롯데","강영식",24
"2014-08-05","NC","롯데","강영식",24
"2014-08-06","NC","롯데","강영식",24
"2014-08-08","롯데","삼성","강영식",24
"2014-08-09","롯데","기아","강영식",24
"2014-08-13","넥센","롯데","강영식",24
"2014-09-09","SK","롯데","강영식",24
"2014-09-10","SK","롯데","강영식",24
"2014-10-01","롯데","삼성","강영식",24
"2014-10-02","한화","롯데","강영식",24
"2014-10-07","롯데","한화","강영식",24
"2014-10-11","한화","롯데","강영식",24
"2015-05-14","넥센","롯데","강영식",24
"2015-05-16","롯데","KT","강영식",24
"2015-05-22","LG","롯데","강영식",24
"2015-05-23","LG","롯데","강영식",24
"2015-05-26","롯데","SK","강영식",24
"2015-05-27","롯데","SK","강영식",24
"2015-06-21","롯데","두산","강영식",24
"2015-06-23","삼성","롯데","강영식",24
"2015-06-26","넥센","롯데","강영식",24
"2015-06-27","넥센","롯데","강영식",24
"2015-07-02","롯데","NC","강영식",24
"2015-07-04","SK","롯데","강영식",24
"2015-07-05","SK","롯데","강영식",24
"2015-07-07","롯데","LG","강영식",24
"2015-07-08","롯데","LG","강영식",24
"2015-07-10","두산","롯데","강영식",24
"2015-07-14","롯데","한화","강영식",24
"2015-07-15","롯데","한화","강영식",24
"2015-07-22","NC","롯데","강영식",24
"2015-07-24","롯데","기아","강영식",24
"2015-07-25","롯데","기아","강영식",24
"2015-07-28","LG","롯데","강영식",24
"2015-07-29","LG","롯데","강영식",24
"2015-08-02","롯데","KT","강영식",24
"2015-08-05","두산","롯데","강영식",24
"2015-08-08","롯데","한화","강영식",24
"2015-08-09","롯데","한화","강영식",24
"2015-08-11","SK","롯데","강영식",24
"2015-08-13","롯데","KT","강영식",24
"2015-08-15","롯데","넥센","강영식",24
"2015-08-18","LG","롯데","강영식",24
"2015-08-19","LG","롯데","강영식",24
"2015-08-23","롯데","삼성","강영식",24
"2015-08-26","롯데","두산","강영식",24
"2015-08-28","넥센","롯데","강영식",24
"2015-08-29","NC","롯데","강영식",24
"2015-08-30","NC","롯데","강영식",24
"2015-09-01","KT","롯데","강영식",24
"2015-09-02","KT","롯데","강영식",24
"2015-09-05","롯데","LG","강영식",24
"2015-09-09","롯데","SK","강영식",24
"2015-09-10","삼성","롯데","강영식",24
"2015-09-16","롯데","두산","강영식",24
"2015-09-18","SK","롯데","강영식",24
"2015-09-20","삼성","롯데","강영식",24
"2015-09-22","두산","롯데","강영식",24
"2015-09-24","두산","롯데","강영식",24
"2015-09-27","롯데","NC","강영식",24
"2015-10-02","롯데","넥센","강영식",24
"2015-10-04","KT","롯데","강영식",24
"2016-04-01","롯데","넥센","강영식",24
"2016-04-03","롯데","넥센","강영식",24
"2016-04-05","SK","롯데","강영식",24
"2016-04-08","삼성","롯데","강영식",24
"2016-04-09","삼성","롯데","강영식",24
"2016-05-06","롯데","두산","강영식",24
"2016-05-07","롯데","두산","강영식",24
"2016-05-08","롯데","두산","강영식",24
"2016-05-12","넥센","롯데","강영식",24
"2016-05-13","롯데","삼성","강영식",24
"2016-05-15","롯데","삼성","강영식",24
"2016-05-19","롯데","SK","강영식",24
"2016-05-21","두산","롯데","강영식",24
"2016-05-25","LG","롯데","강영식",24
"2016-05-26","LG","롯데","강영식",24
"2016-05-28","롯데","한화","강영식",24
"2016-05-31","KT","롯데","강영식",24
"2016-06-01","KT","롯데","강영식",24
"2016-06-03","NC","롯데","강영식",24
"2016-06-08","롯데","SK","강영식",24
"2016-06-09","롯데","SK","강영식",24
"2016-06-10","롯데","두산","강영식",24
"2016-06-14","롯데","넥센","강영식",24
"2016-06-15","롯데","넥센","강영식",24
"2017-04-12","롯데","SK","강영식",24
"2017-04-13","롯데","SK","강영식",24
"2017-04-14","삼성","롯데","강영식",24
"2017-04-16","삼성","롯데","강영식",24
"2010-03-28","넥센","롯데","강윤구",25
"2010-04-03","넥센","LG","강윤구",25
"2010-04-10","SK","넥센","강윤구",25
"2010-04-16","넥센","한화","강윤구",25
"2010-05-11","넥센","기아","강윤구",25
"2011-09-09","한화","넥센","강윤구",25
"2011-09-13","넥센","SK","강윤구",25
"2011-09-16","두산","넥센","강윤구",25
"2011-09-22","넥센","LG","강윤구",25
"2011-09-29","LG","넥센","강윤구",25
"2011-10-05","두산","넥센","강윤구",25
"2012-04-11","SK","넥센","강윤구",25
"2012-04-17","기아","넥센","강윤구",25
"2012-04-26","넥센","LG","강윤구",25
"2012-05-02","롯데","넥센","강윤구",25
"2012-05-08","LG","넥센","강윤구",25
"2012-05-13","넥센","SK","강윤구",25
"2012-05-19","삼성","넥센","강윤구",25
"2012-05-25","한화","넥센","강윤구",25
"2012-05-30","SK","넥센","강윤구",25
"2012-06-05","LG","넥센","강윤구",25
"2012-06-10","넥센","한화","강윤구",25
"2012-06-16","롯데","넥센","강윤구",25
"2012-07-12","넥센","SK","강윤구",25
"2012-07-18","롯데","넥센","강윤구",25
"2012-07-26","넥센","기아","강윤구",25
"2012-07-28","삼성","넥센","강윤구",25
"2012-08-01","넥센","SK","강윤구",25
"2012-08-04","LG","넥센","강윤구",25
"2012-08-10","한화","넥센","강윤구",25
"2012-08-18","넥센","롯데","강윤구",25
"2012-08-24","SK","넥센","강윤구",25
"2012-09-01","넥센","삼성","강윤구",25
"2012-09-09","넥센","SK","강윤구",25
"2012-09-15","한화","넥센","강윤구",25
"2012-09-21","넥센","한화","강윤구",25
"2012-09-29","넥센","한화","강윤구",25
"2012-10-05","넥센","두산","강윤구",25
"2013-04-03","LG","넥센","강윤구",25
"2013-04-11","넥센","SK","강윤구",25
"2013-04-17","넥센","롯데","강윤구",25
"2013-04-25","두산","넥센","강윤구",25
"2013-05-01","넥센","삼성","강윤구",25
"2013-05-07","넥센","LG","강윤구",25
"2013-05-12","SK","넥센","강윤구",25
"2013-05-24","롯데","넥센","강윤구",25
"2013-05-31","넥센","두산","강윤구",25
"2013-06-06","삼성","넥센","강윤구",25
"2013-06-13","넥센","롯데","강윤구",25
"2013-06-26","SK","넥센","강윤구",25
"2013-07-02","넥센","NC","강윤구",25
"2013-07-07","LG","넥센","강윤구",25
"2013-07-16","넥센","SK","강윤구",25
"2013-07-24","두산","넥센","강윤구",25
"2013-07-30","한화","넥센","강윤구",25
"2013-08-04","넥센","기아","강윤구",25
"2013-08-09","SK","넥센","강윤구",25
"2013-08-16","넥센","롯데","강윤구",25
"2013-08-20","LG","넥센","강윤구",25
"2013-08-23","NC","넥센","강윤구",25
"2013-08-25","기아","넥센","강윤구",25
"2013-08-28","넥센","LG","강윤구",25
"2013-09-01","넥센","한화","강윤구",25
"2013-09-04","롯데","넥센","강윤구",25
"2013-09-05","넥센","NC","강윤구",25
"2013-09-08","두산","넥센","강윤구",25
"2013-09-11","삼성","넥센","강윤구",25
"2013-09-15","넥센","SK","강윤구",25
"2013-09-16","넥센","NC","강윤구",25
"2013-09-17","넥센","롯데","강윤구",25
"2013-09-19","넥센","기아","강윤구",25
"2013-09-21","삼성","넥센","강윤구",25
"2013-09-22","롯데","넥센","강윤구",25
"2013-09-25","NC","넥센","강윤구",25
"2013-09-29","두산","넥센","강윤구",25
"2013-10-01","넥센","NC","강윤구",25
"2013-10-02","넥센","NC","강윤구",25
"2013-10-03","넥센","SK","강윤구",25
"2013-10-05","넥센","한화","강윤구",25
"2014-03-30","넥센","SK","강윤구",25
"2014-04-05","넥센","NC","강윤구",25
"2014-04-11","넥센","한화","강윤구",25
"2014-04-15","넥센","LG","강윤구",25
"2014-04-23","롯데","넥센","강윤구",25
"2014-04-25","삼성","넥센","강윤구",25
"2014-05-06","NC","넥센","강윤구",25
"2014-05-09","LG","넥센","강윤구",25
"2014-05-16","넥센","롯데","강윤구",25
"2014-05-21","한화","넥센","강윤구",25
"2014-05-25","넥센","삼성","강윤구",25
"2014-05-27","SK","넥센","강윤구",25
"2014-05-29","SK","넥센","강윤구",25
"2014-05-31","LG","넥센","강윤구",25
"2014-06-03","넥센","NC","강윤구",25
"2014-06-05","넥센","NC","강윤구",25
"2014-06-06","두산","넥센","강윤구",25
"2014-06-08","두산","넥센","강윤구",25
"2014-06-10","삼성","넥센","강윤구",25
"2014-06-17","넥센","기아","강윤구",25
"2014-06-21","SK","넥센","강윤구",25
"2014-06-26","넥센","삼성","강윤구",25
"2014-07-28","넥센","SK","강윤구",25
"2014-08-30","넥센","삼성","강윤구",25
"2016-09-24","넥센","삼성","강윤구",25
"2017-04-14","두산","NC","강윤구",25
"2017-05-06","삼성","NC","강윤구",25
"2017-05-11","넥센","NC","강윤구",25
"2017-05-13","NC","KT","강윤구",25
"2017-05-14","NC","KT","강윤구",25
"2017-05-18","NC","두산","강윤구",25
"2017-05-19","SK","NC","강윤구",25
"2017-05-25","NC","넥센","강윤구",25
"2017-06-20","NC","SK","강윤구",25
"2017-06-25","기아","NC","강윤구",25
"2017-06-28","넥센","NC","강윤구",25
"2017-07-09","두산","NC","강윤구",25
"2017-07-13","NC","기아","강윤구",25
"2017-07-19","NC","한화","강윤구",25
"2017-07-21","SK","NC","강윤구",25
"2017-07-23","SK","NC","강윤구",25
"2017-07-25","NC","삼성","강윤구",25
"2017-07-27","NC","삼성","강윤구",25
"2017-07-29","NC","KT","강윤구",25
"2017-08-04","삼성","NC","강윤구",25
"2017-08-05","삼성","NC","강윤구",25
"2017-08-08","NC","SK","강윤구",25
"2017-08-12","NC","두산","강윤구",25
"2017-08-15","NC","기아","강윤구",25
"2017-08-16","NC","기아","강윤구",25
"2017-08-20","NC","넥센","강윤구",25
"2017-08-24","KT","NC","강윤구",25
"2017-08-26","기아","NC","강윤구",25
"2017-08-27","기아","NC","강윤구",25
"2017-08-30","NC","KT","강윤구",25
"2017-09-01","NC","롯데","강윤구",25
"2017-09-03","LG","NC","강윤구",25
"2017-09-05","NC","삼성","강윤구",25
"2017-09-12","두산","NC","강윤구",25
"2017-09-15","삼성","NC","강윤구",25
"2017-09-17","넥센","NC","강윤구",25
"2018-03-24","LG","NC","강윤구",25
"2018-03-25","LG","NC","강윤구",25
"2018-03-27","한화","NC","강윤구",25
"2018-03-29","한화","NC","강윤구",25
"2018-03-30","NC","롯데","강윤구",25
"2018-04-01","NC","롯데","강윤구",25
"2018-04-03","삼성","NC","강윤구",25
"2018-04-07","NC","두산","강윤구",25
"2018-04-08","NC","두산","강윤구",25
"2018-04-10","KT","NC","강윤구",25
"2018-04-13","NC","SK","강윤구",25
"2018-04-17","NC","넥센","강윤구",25
"2018-04-18","NC","넥센","강윤구",25
"2018-04-21","LG","NC","강윤구",25
"2018-04-24","NC","삼성","강윤구",25
"2018-04-25","NC","삼성","강윤구",25
"2018-04-27","두산","NC","강윤구",25
"2018-05-01","넥센","NC","강윤구",25
"2018-05-02","넥센","NC","강윤구",25
"2018-05-04","NC","기아","강윤구",25
"2018-05-11","NC","한화","강윤구",25
"2018-05-15","롯데","NC","강윤구",25
"2018-05-20","NC","KT","강윤구",25
"2018-05-24","NC","LG","강윤구",25
"2018-05-25","기아","NC","강윤구",25
"2018-05-29","NC","한화","강윤구",25
"2018-06-02","삼성","NC","강윤구",25
"2018-06-03","삼성","NC","강윤구",25
"2018-06-06","롯데","NC","강윤구",25
"2018-06-07","롯데","NC","강윤구",25
"2018-06-08","NC","두산","강윤구",25
"2018-06-14","LG","NC","강윤구",25
"2018-06-26","두산","NC","강윤구",25
"2018-06-29","NC","KT","강윤구",25
"2018-07-03","NC","LG","강윤구",25
