"date","away","home","doubleheader","name","team","position","mound","win","lose","draw","hld","sv","inning","restinning","r","er","k","bb","ab","tbf"
"2018-09-08","한화","LG","0","소사",1,"LG","선발투수","1.1",0,0,0,0,"7","0",1,1,10,0,25,25
"2018-09-08","한화","LG","0","신정락",0,"LG","불펜투수","8.8",0,0,1,0,"1","0",0,0,1,0,3,3
"2018-09-08","한화","LG","0","정찬헌",0,"LG","불펜투수","9.2",0,0,0,0,"1","0",0,0,1,0,4,4
"2018-09-09","한화","LG","0","샘슨",0,"한화","선발투수","1.1",1,0,0,0,"3","2",6,6,4,4,16,22
"2018-09-09","한화","LG","0","안영명",0,"한화","불펜투수","4.5",0,0,0,0,"1","1",0,0,0,0,4,4
"2018-09-09","한화","LG","0","송창식",0,"한화","불펜투수","6.9",0,0,0,0,"1","0",0,0,0,0,4,4
"2018-09-09","한화","LG","0","박상원",0,"한화","불펜투수","7.4",0,0,0,0,"0","1",1,1,0,1,2,3
"2018-09-09","한화","LG","0","김재영",0,"한화","불펜투수","7.7",0,0,0,0,"0","2",0,0,0,1,1,3
"2018-09-09","한화","LG","0","서균",0,"한화","불펜투수","8.1",0,0,0,0,"0","0",1,1,0,0,1,1
"2018-09-09","한화","LG","0","김범수",0,"한화","불펜투수","8.2",0,0,0,0,"1","0",0,0,0,0,3,4
"2018-09-09","한화","LG","0","차우찬",1,"LG","선발투수","1.1",0,0,0,0,"7","0",2,1,6,2,25,27
"2018-09-09","한화","LG","0","신정락",0,"LG","불펜투수","8.1",0,0,0,0,"0","2",1,1,0,0,3,3
"2018-09-09","한화","LG","0","진해수",0,"LG","불펜투수","8.4",0,0,0,0,"0","0",2,2,0,1,1,2
"2018-09-09","한화","LG","0","정찬헌",0,"LG","불펜투수","8.6",0,0,0,1,"1","1",0,0,1,0,4,4
"2018-09-11","한화","삼성","0","헤일",0,"한화","선발투수","1.1",0,0,0,0,"5","1",7,7,3,1,25,26
"2018-09-11","한화","삼성","0","김재영",0,"한화","불펜투수","6.9",0,0,0,0,"0","1",0,0,0,0,1,1
"2018-09-11","한화","삼성","0","권혁",0,"한화","불펜투수","6.1",0,0,0,0,"0","1",0,0,1,0,2,2
"2018-09-11","한화","삼성","0","이태양",0,"한화","불펜투수","7.3",0,0,0,0,"2","0",0,0,1,0,6,6
"2018-09-11","한화","삼성","0","서균",0,"한화","불펜투수","9.9",0,0,0,0,"0","1",0,0,0,0,1,1
"2018-09-11","한화","삼성","0","송은범",0,"한화","불펜투수","9.1",0,0,0,0,"1","2",0,0,1,2,6,8
"2018-09-11","한화","삼성","0","박상원",0,"한화","불펜투수","11.9",0,0,0,0,"0","1",0,0,0,0,1,1
"2018-09-11","한화","삼성","0","정우람",1,"한화","불펜투수","11.1",0,0,0,0,"1","2",0,0,3,0,5,5
"2018-09-11","한화","삼성","0","아델만",0,"삼성","선발투수","1.1",0,0,0,0,"6","0",4,4,7,2,25,27
"2018-09-11","한화","삼성","0","장필준",0,"삼성","불펜투수","7.1",0,0,0,0,"1","0",3,3,1,0,6,6
"2018-09-11","한화","삼성","0","심창민",0,"삼성","불펜투수","8.7",0,0,0,0,"1","0",0,0,2,1,3,4
"2018-09-11","한화","삼성","0","최충연",0,"삼성","불펜투수","9.2",0,0,0,0,"2","0",0,0,2,1,6,7
"2018-09-11","한화","삼성","0","우규민",0,"삼성","불펜투수","11.9",0,0,0,0,"1","0",0,0,3,0,3,3
"2018-09-11","한화","삼성","0","이승현",0,"삼성","불펜투수","12.3",1,0,0,0,"1","0",1,1,1,0,4,4
"2018-09-12","한화","삼성","0","윤규진",0,"한화","선발투수","1.1",0,0,0,0,"4","0",3,3,4,5,13,18
"2018-09-12","한화","삼성","0","임준섭",1,"한화","불펜투수","5.1",0,0,0,0,"1","0",0,0,0,0,3,3
"2018-09-12","한화","삼성","0","안영명",0,"한화","불펜투수","6.4",0,0,0,0,"1","2",0,0,1,0,6,6
"2018-09-12","한화","삼성","0","권혁",0,"한화","불펜투수","7.1",0,0,0,0,"0","1",0,0,0,0,1,1
"2018-09-12","한화","삼성","0","박상원",0,"한화","불펜투수","8.2",0,0,0,0,"2","0",0,0,1,0,6,6
"2018-09-12","한화","삼성","0","윤성환",0,"삼성","선발투수","1.1",1,0,0,0,"4","0",7,7,3,1,19,20
"2018-09-12","한화","삼성","0","권오준",0,"삼성","불펜투수","5.3",0,0,0,0,"1","0",0,0,1,0,3,3
"2018-09-12","한화","삼성","0","정인욱",0,"삼성","불펜투수","6.6",0,0,0,0,"2","0",0,0,2,1,6,7
"2018-09-12","한화","삼성","0","임현준",0,"삼성","불펜투수","8.4",0,0,0,0,"1","0",0,0,1,1,3,4
"2018-09-12","한화","삼성","0","김용하",0,"삼성","불펜투수","9.8",0,0,0,0,"1","0",0,0,3,1,5,6
"2018-09-13","SK","한화","0","박종훈",1,"SK","선발투수","1.1",0,0,0,0,"6","2",1,1,6,2,24,26
"2018-09-13","SK","한화","0","김태훈",0,"SK","불펜투수","7.9",0,0,1,0,"0","1",0,0,1,1,1,2
"2018-09-13","SK","한화","0","정영일",0,"SK","불펜투수","8.2",0,0,1,0,"0","2",0,0,1,0,2,2
"2018-09-13","SK","한화","0","김택형",0,"SK","불펜투수","8.4",0,0,1,0,"0","1",0,0,0,0,1,1
"2018-09-13","SK","한화","0","신재웅",0,"SK","불펜투수","9.5",0,0,0,1,"1","0",0,0,1,1,4,5
"2018-09-13","SK","한화","0","장민재",0,"한화","선발투수","1.1",1,0,0,0,"5","0",2,2,2,2,19,21
"2018-09-13","SK","한화","0","김재영",0,"한화","불펜투수","6.4",0,0,0,0,"1","1",0,0,1,0,6,6
"2018-09-13","SK","한화","0","임준섭",0,"한화","불펜투수","7.1",0,0,0,0,"0","2",0,0,0,0,2,2
"2018-09-13","SK","한화","0","이태양",0,"한화","불펜투수","8.3",0,0,0,0,"2","0",0,0,1,0,6,6
"2018-09-14","SK","한화","0","김광현",1,"SK","선발투수","1.1",0,0,0,0,"6","0",1,1,7,0,22,22
"2018-09-14","SK","한화","0","윤희상",0,"SK","불펜투수","7.5",0,0,0,0,"0","1",3,3,1,0,5,5
"2018-09-14","SK","한화","0","정영일",0,"SK","불펜투수","7.1",0,0,1,0,"1","0",1,1,0,0,5,5
"2018-09-14","SK","한화","0","김태훈",0,"SK","불펜투수","8.6",0,0,1,0,"0","2",0,0,1,1,2,3
"2018-09-14","SK","한화","0","신재웅",0,"SK","불펜투수","9.9",0,0,0,1,"1","0",0,0,0,0,3,3
"2018-09-14","SK","한화","0","김성훈",0,"한화","선발투수","1.1",1,0,0,0,"3","0",3,3,2,3,14,17
"2018-09-14","SK","한화","0","권혁",0,"한화","불펜투수","4.9",0,0,0,0,"1","1",0,0,3,0,4,4
"2018-09-14","SK","한화","0","안영명",0,"한화","불펜투수","5.4",0,0,0,0,"0","2",4,4,0,2,4,6
"2018-09-14","SK","한화","0","박주홍",0,"한화","불펜투수","6.1",0,0,0,0,"2","0",0,0,2,0,7,7
"2018-09-14","SK","한화","0","송창식",0,"한화","불펜투수","8.8",0,0,0,0,"1","0",0,0,0,0,3,3
"2018-09-14","SK","한화","0","임준섭",0,"한화","불펜투수","9.2",0,0,0,0,"0","1",0,0,1,0,1,1
"2018-09-14","SK","한화","0","박상원",0,"한화","불펜투수","9.3",0,0,0,0,"0","2",0,0,1,0,2,2
"2018-09-15","LG","한화","0","차우찬",1,"LG","선발투수","1.1",0,0,0,0,"7","0",3,3,2,4,25,29
"2018-09-15","LG","한화","0","최동환",0,"LG","불펜투수","8.3",0,0,0,0,"1","0",1,1,0,1,5,6
"2018-09-15","LG","한화","0","이동현",0,"LG","불펜투수","9.9",0,0,0,0,"1","0",0,0,1,0,4,4
"2018-09-15","LG","한화","0","김범수",0,"한화","선발투수","1.1",1,0,0,0,"2","2",6,4,1,3,13,17
"2018-09-15","LG","한화","0","서균",0,"한화","불펜투수","3.9",0,0,0,0,"1","0",3,3,1,2,5,7
"2018-09-15","LG","한화","0","안영명",0,"한화","불펜투수","4.7",0,0,0,0,"1","1",3,2,1,0,7,7
"2018-09-15","LG","한화","0","김재영",0,"한화","불펜투수","6.5",0,0,0,0,"2","0",0,0,0,1,5,6
"2018-09-15","LG","한화","0","송창식",0,"한화","불펜투수","8.2",0,0,0,0,"2","0",0,0,2,2,7,9
"2018-09-16","LG","한화","0","김대현",0,"LG","선발투수","1.1",1,0,0,0,"4","1",5,5,2,1,22,23
"2018-09-16","LG","한화","0","배재준",0,"LG","불펜투수","5.6",0,0,0,0,"2","2",0,0,1,1,9,10
"2018-09-16","LG","한화","0","고우석",0,"LG","불펜투수","8.7",0,0,0,0,"1","0",0,0,0,0,3,3
"2018-09-16","LG","한화","0","헤일",1,"한화","선발투수","1.1",0,0,0,0,"6","2",1,1,7,3,23,26
"2018-09-16","LG","한화","0","송은범",0,"한화","불펜투수","7.9",0,0,0,0,"0","1",0,0,0,0,3,3
"2018-09-16","LG","한화","0","권혁",0,"한화","불펜투수","8.3",0,0,0,0,"0","2",0,0,0,0,1,1
"2018-09-16","LG","한화","0","이태양",0,"한화","불펜투수","8.4",0,0,0,0,"0","1",0,0,0,1,2,3
"2018-09-16","LG","한화","0","정우람",0,"한화","불펜투수","9.7",0,0,0,0,"1","0",0,0,1,0,4,4
"2018-09-18","한화","NC","0","윤규진",0,"한화","선발투수","1.1",1,0,0,0,"0","2",5,3,0,3,5,9
"2018-09-18","한화","NC","0","김진영",0,"한화","불펜투수","1.1",0,0,0,0,"4","2",4,4,6,1,17,18
"2018-09-18","한화","NC","0","임준섭",0,"한화","불펜투수","6.1",0,0,0,0,"0","2",0,0,0,1,2,3
"2018-09-18","한화","NC","0","안영명",0,"한화","불펜투수","7.4",0,0,0,0,"1","0",0,0,0,0,4,4
"2018-09-18","한화","NC","0","송창식",0,"한화","불펜투수","8.8",0,0,0,0,"1","0",1,1,1,0,5,6
"2018-09-18","한화","NC","0","왕웨이중",1,"NC","선발투수","1.1",0,0,0,0,"6","0",3,3,2,1,24,26
"2018-09-18","한화","NC","0","정수민",0,"NC","불펜투수","7.9",0,0,0,0,"2","0",0,0,2,1,6,7
"2018-09-18","한화","NC","0","김진성",0,"NC","불펜투수","9.7",0,0,0,0,"1","0",0,0,1,0,3,3
"2018-09-19","한화","NC","0","김재영",0,"한화","선발투수","1.1",0,0,0,0,"5","0",3,3,1,1,20,21
"2018-09-19","한화","NC","0","박상원",0,"한화","불펜투수","6.4",0,0,1,0,"1","0",0,0,0,0,3,4
"2018-09-19","한화","NC","0","송은범",0,"한화","불펜투수","7.8",0,0,0,0,"1","0",1,1,1,0,4,4
"2018-09-19","한화","NC","0","김범수",1,"한화","불펜투수","8.3",0,0,0,0,"1","0",0,0,1,0,3,3
"2018-09-19","한화","NC","0","정우람",0,"한화","불펜투수","9.6",0,0,0,1,"1","0",0,0,3,0,3,3
"2018-09-19","한화","NC","0","김건태",0,"NC","선발투수","1.1",0,0,0,0,"1","1",3,3,3,1,8,9
"2018-09-19","한화","NC","0","최성영",0,"NC","불펜투수","2.1",0,0,0,0,"4","2",1,1,4,0,19,20
"2018-09-19","한화","NC","0","박진우",0,"NC","불펜투수","7.3",0,0,0,0,"2","0",0,0,2,0,7,7
"2018-09-19","한화","NC","0","강윤구",0,"NC","불펜투수","9.1",1,0,0,0,"0","2",3,1,0,2,4,6
"2018-09-19","한화","NC","0","김진성",0,"NC","불펜투수","9.7",0,0,0,0,"0","1",0,0,1,0,1,1
"2018-09-20","한화","SK","0","장민재",1,"한화","선발투수","1.1",0,0,0,0,"5","2",1,1,4,0,24,24
"2018-09-20","한화","SK","0","박상원",0,"한화","불펜투수","6.7",0,0,1,0,"0","2",0,0,1,0,3,3
"2018-09-20","한화","SK","0","권혁",0,"한화","불펜투수","7.1",0,0,0,0,"0","2",0,0,1,0,2,2
"2018-09-20","한화","SK","0","이태양",0,"한화","불펜투수","8.3",0,0,0,0,"1","0",1,1,0,0,4,5
"2018-09-20","한화","SK","0","안영명",0,"한화","불펜투수","9.8",0,0,0,0,"1","0",0,0,1,0,3,3
"2018-09-20","한화","SK","0","김광현",0,"SK","선발투수","1.1",1,0,0,0,"6","2",5,3,6,0,26,27
"2018-09-20","한화","SK","0","채병용",0,"SK","불펜투수","7.1",0,0,0,0,"0","1",1,1,0,1,3,4
"2018-09-20","한화","SK","0","박민호",0,"SK","불펜투수","8.5",0,0,0,0,"1","0",2,2,0,1,4,5
"2018-09-20","한화","SK","0","이승진",0,"SK","불펜투수","9.1",0,0,0,0,"1","0",0,0,2,1,3,4
"2018-09-21","한화","SK","0","김성훈",0,"한화","선발투수","1.1",0,0,0,0,"6","0",3,3,5,3,22,26
"2018-09-21","한화","SK","0","김민우",0,"한화","불펜투수","7.9",0,0,0,0,"0","1",0,0,0,0,1,1
"2018-09-21","한화","SK","0","권혁",0,"한화","불펜투수","7.1",1,0,0,0,"0","1",2,2,0,1,2,3
"2018-09-21","한화","SK","0","송은범",0,"한화","불펜투수","7.4",0,0,0,0,"1","0",0,0,1,0,6,6
"2018-09-21","한화","SK","0","임준섭",0,"한화","불펜투수","8.1",0,0,0,0,"0","1",0,0,0,0,1,1
"2018-09-21","한화","SK","0","켈리",0,"SK","선발투수","1.1",0,0,0,0,"6","2",3,3,6,1,27,28
"2018-09-21","한화","SK","0","정영일",1,"SK","불펜투수","7.2",0,0,0,0,"0","1",0,0,0,0,2,2
"2018-09-21","한화","SK","0","김택형",0,"SK","불펜투수","8.4",0,0,1,0,"0","1",0,0,0,0,2,2
"2018-09-21","한화","SK","0","김태훈",0,"SK","불펜투수","8.6",0,0,1,0,"0","2",0,0,2,0,2,2
"2018-09-21","한화","SK","0","신재웅",0,"SK","불펜투수","9.8",0,0,0,1,"1","0",1,1,0,2,3,5
"2018-09-22","기아","한화","0","헥터",1,"기아","선발투수","1.1",0,0,0,0,"6","0",3,3,3,1,20,21
"2018-09-22","기아","한화","0","문경찬",0,"기아","불펜투수","7.4",0,0,0,0,"1","0",0,0,1,0,3,3
"2018-09-22","기아","한화","0","유승철",0,"기아","불펜투수","8.7",0,0,0,0,"0","1",2,2,0,2,2,4
"2018-09-22","기아","한화","0","황인준",0,"기아","불펜투수","8.2",0,0,0,0,"1","2",0,0,1,0,5,5
"2018-09-22","기아","한화","0","헤일",0,"한화","선발투수","1.1",1,0,0,0,"5","0",6,6,4,4,23,27
"2018-09-22","기아","한화","0","임준섭",0,"한화","불펜투수","6.1",0,0,0,0,"0","2",1,1,1,2,3,6
"2018-09-22","기아","한화","0","안영명",0,"한화","불펜투수","6.7",0,0,0,0,"0","1",1,1,0,0,2,2
"2018-09-22","기아","한화","0","김범수",0,"한화","불펜투수","7.9",0,0,0,0,"0","1",3,3,0,2,2,4
"2018-09-22","기아","한화","0","박상원",0,"한화","불펜투수","7.4",0,0,0,0,"0","2",0,0,0,1,2,3
"2018-09-22","기아","한화","0","김종수",0,"한화","불펜투수","8.7",0,0,0,0,"2","0",0,0,0,0,6,6
"2018-09-23","기아","한화","0","임창용",0,"기아","선발투수","1.1",0,0,0,0,"4","1",4,4,3,1,20,21
"2018-09-23","기아","한화","0","임기준",0,"기아","불펜투수","5.4",0,0,1,0,"0","1",0,0,0,1,1,2
"2018-09-23","기아","한화","0","김윤동",0,"기아","불펜투수","5.6",1,0,0,0,"0","2",3,3,1,2,2,5
"2018-09-23","기아","한화","0","팻딘",0,"기아","불펜투수","6.2",0,0,0,0,"0","2",1,1,1,0,3,3
"2018-09-23","기아","한화","0","김세현",0,"기아","불펜투수","7.5",0,0,0,0,"1","0",0,0,2,0,4,4
"2018-09-23","기아","한화","0","전상현",0,"기아","불펜투수","8.9",0,0,0,0,"0","2",0,0,1,0,4,4
"2018-09-23","기아","한화","0","이민우",0,"기아","불펜투수","8.4",0,0,0,0,"0","1",0,0,0,1,1,2
"2018-09-23","기아","한화","0","김진영",0,"한화","선발투수","1.1",0,0,0,0,"1","0",4,4,0,2,5,7
"2018-09-23","기아","한화","0","김민우",0,"한화","불펜투수","2.8",0,0,0,0,"4","1",1,1,4,2,16,18
"2018-09-23","기아","한화","0","권혁",0,"한화","불펜투수","6.8",0,0,0,0,"0","1",0,0,0,2,1,3
"2018-09-23","기아","한화","0","송은범",1,"한화","불펜투수","6.2",0,0,0,0,"1","1",0,0,2,0,4,4
"2018-09-23","기아","한화","0","이태양",0,"한화","불펜투수","8.6",0,0,0,0,"0","2",0,0,0,0,4,4
"2018-09-23","기아","한화","0","정우람",0,"한화","불펜투수","8.1",0,0,0,1,"1","1",1,1,2,1,5,7
"2018-09-25","삼성","한화","0","최채흥",1,"삼성","선발투수","1.1",0,0,0,0,"7","0",1,1,5,2,25,27
"2018-09-25","삼성","한화","0","정인욱",0,"삼성","불펜투수","8.1",0,0,0,0,"1","0",0,0,1,0,3,3
"2018-09-25","삼성","한화","0","임현준",0,"삼성","불펜투수","9.4",0,0,0,0,"1","0",0,0,1,0,3,3
"2018-09-25","삼성","한화","0","김재영",0,"한화","선발투수","1.1",1,0,0,0,"0","1",4,4,0,2,2,6
"2018-09-25","삼성","한화","0","임준섭",0,"한화","불펜투수","1.7",0,0,0,0,"3","2",2,2,2,2,11,13
"2018-09-25","삼성","한화","0","김종수",0,"한화","불펜투수","5.2",0,0,0,0,"2","0",1,1,1,0,7,8
"2018-09-25","삼성","한화","0","김범수",0,"한화","불펜투수","7.1",0,0,0,0,"1","0",0,0,0,2,3,5
"2018-09-25","삼성","한화","0","안영명",0,"한화","불펜투수","8.6",0,0,0,0,"1","0",1,1,0,1,4,5
"2018-09-25","삼성","한화","0","김진영",0,"한화","불펜투수","9.2",0,0,0,0,"1","0",0,0,0,0,5,5
"2018-09-26","삼성","한화","0","양창섭",0,"삼성","선발투수","1.1",1,0,0,0,"5","0",5,4,4,1,20,22
"2018-09-26","삼성","한화","0","임현준",0,"삼성","불펜투수","6.5",0,0,0,0,"0","1",0,0,0,0,1,1
"2018-09-26","삼성","한화","0","권오준",0,"삼성","불펜투수","6.6",0,0,0,0,"0","2",0,0,1,0,2,2
"2018-09-26","삼성","한화","0","심창민",0,"삼성","불펜투수","7.8",0,0,0,0,"1","0",1,1,0,0,4,4
"2018-09-26","삼성","한화","0","정인욱",0,"삼성","불펜투수","8.3",0,0,0,0,"0","2",1,1,0,0,3,3
"2018-09-26","삼성","한화","0","안성무",0,"삼성","불펜투수","8.6",0,0,0,0,"0","1",1,1,0,0,2,2
"2018-09-26","삼성","한화","0","샘슨",0,"한화","선발투수","1.1",0,0,0,0,"3","2",2,2,2,4,14,18
"2018-09-26","삼성","한화","0","권혁",0,"한화","불펜투수","4.1",0,0,1,0,"0","2",0,0,0,0,3,3
"2018-09-26","삼성","한화","0","박상원",0,"한화","불펜투수","5.4",0,0,1,0,"1","0",0,0,0,1,5,6
"2018-09-26","삼성","한화","0","김범수",0,"한화","불펜투수","6.1",0,0,1,0,"0","1",0,0,1,0,1,1
"2018-09-26","삼성","한화","0","송은범",1,"한화","불펜투수","6.2",0,0,0,0,"1","1",0,0,0,0,4,4
"2018-09-26","삼성","한화","0","이태양",0,"한화","불펜투수","8.6",0,0,0,0,"1","0",0,0,2,0,3,3
"2018-09-26","삼성","한화","0","정우람",0,"한화","불펜투수","9.9",0,0,0,0,"1","0",2,2,0,0,5,5
"2018-09-27","두산","한화","0","유희관",0,"두산","선발투수","1.1",1,0,0,0,"5","0",8,6,2,5,22,27
"2018-09-27","두산","한화","0","강동연",0,"두산","불펜투수","6.1",0,0,0,0,"2","0",0,0,1,0,5,6
"2018-09-27","두산","한화","0","이현호",0,"두산","불펜투수","8.7",0,0,0,0,"1","0",1,1,0,0,6,6
"2018-09-27","두산","한화","0","장민재",0,"한화","선발투수","1.1",0,0,0,0,"5","0",4,4,5,2,22,24
"2018-09-27","두산","한화","0","권혁",1,"한화","불펜투수","6.7",0,0,0,0,"1","0",0,0,2,0,3,3
"2018-09-27","두산","한화","0","안영명",0,"한화","불펜투수","7.1",0,0,0,0,"1","0",1,1,1,0,4,4
"2018-09-27","두산","한화","0","이태양",0,"한화","불펜투수","8.5",0,0,1,0,"1","0",0,0,3,0,3,3
"2018-09-27","두산","한화","0","정우람",0,"한화","불펜투수","9.8",0,0,0,0,"1","0",1,1,3,0,5,5
"2018-09-28","두산","한화","0","장원준",0,"두산","선발투수","1.1",0,0,0,0,"3","2",1,1,3,2,15,17
"2018-09-28","두산","한화","0","박신지",0,"두산","불펜투수","4.9",0,0,0,0,"0","1",1,1,0,1,1,2
"2018-09-28","두산","한화","0","강동연",0,"두산","불펜투수","5.2",0,0,0,0,"2","0",2,1,2,1,9,11
"2018-09-28","두산","한화","0","김강률",0,"두산","불펜투수","7.4",0,0,0,0,"1","0",0,0,1,0,3,3
"2018-09-28","두산","한화","0","최대성",0,"두산","불펜투수","8.7",0,0,0,0,"2","0",0,0,2,2,6,8
"2018-09-28","두산","한화","0","유재유",0,"두산","불펜투수","10.6",1,0,0,0,"0","1",1,1,0,2,3,5
"2018-09-28","두산","한화","0","헤일",0,"한화","선발투수","1.1",0,0,0,0,"6","0",4,4,3,2,25,27
"2018-09-28","두산","한화","0","김범수",0,"한화","불펜투수","7.1",0,0,0,0,"1","0",0,0,1,1,3,4
"2018-09-28","두산","한화","0","박상원",0,"한화","불펜투수","8.5",0,0,0,0,"1","0",0,0,1,2,2,4
"2018-09-28","두산","한화","0","권혁",0,"한화","불펜투수","9.9",0,0,0,0,"1","0",0,0,1,0,4,4
"2018-09-28","두산","한화","0","송은범",1,"한화","불펜투수","10.4",0,0,0,0,"1","0",0,0,1,0,3,3
"2018-09-29","한화","기아","0","김민우",0,"한화","선발투수","1.1",1,0,0,0,"6","0",4,3,4,3,23,27
"2018-09-29","한화","기아","0","임준섭",0,"한화","불펜투수","7.1",0,0,0,0,"1","0",0,0,2,0,3,3
"2018-09-29","한화","기아","0","김종수",0,"한화","불펜투수","8.4",0,0,0,0,"1","0",0,0,0,0,4,4
"2018-09-29","한화","기아","0","임창용",1,"기아","선발투수","1.1",0,0,0,0,"6","0",0,0,6,1,21,22
"2018-09-29","한화","기아","0","팻딘",0,"기아","불펜투수","7.5",0,0,0,0,"2","0",3,3,2,1,8,9
"2018-09-29","한화","기아","0","윤석민",0,"기아","불펜투수","9.5",0,0,0,1,"1","0",0,0,1,0,3,3
"2018-09-30","한화","기아","0","김성훈",0,"한화","선발투수","1.1",0,0,0,0,"2","0",1,0,0,1,7,9
"2018-09-30","한화","기아","0","김범수",0,"한화","불펜투수","3.1",0,0,1,0,"1","1",0,0,2,0,6,6
"2018-09-30","한화","기아","0","안영명",0,"한화","불펜투수","4.7",0,0,0,0,"0","2",1,1,0,0,3,3
"2018-09-30","한화","기아","0","권혁",0,"한화","불펜투수","5.1",0,0,1,0,"0","2",1,1,0,0,3,3
"2018-09-30","한화","기아","0","박상원",0,"한화","불펜투수","5.4",0,0,0,0,"1","0",1,1,2,0,6,6
"2018-09-30","한화","기아","0","송은범",0,"한화","불펜투수","6.1",1,0,0,0,"1","2",2,2,1,0,8,8
"2018-09-30","한화","기아","0","이태양",0,"한화","불펜투수","8.9",0,0,0,0,"0","2",0,0,0,0,3,3
"2018-09-30","한화","기아","0","한승혁",0,"기아","선발투수","1.1",0,0,0,0,"2","1",4,3,1,0,14,14
"2018-09-30","한화","기아","0","임기영",0,"기아","불펜투수","3.6",0,0,0,0,"1","2",0,0,1,2,5,7
"2018-09-30","한화","기아","0","임기준",0,"기아","불펜투수","5.4",0,0,0,0,"3","0",0,0,3,1,10,11
"2018-09-30","한화","기아","0","황인준",1,"기아","불펜투수","8.6",0,0,0,0,"1","0",0,0,2,0,3,3
"2018-09-30","한화","기아","0","김윤동",0,"기아","불펜투수","9.9",0,0,0,1,"1","0",0,0,0,0,3,3
"2018-10-03","롯데","한화","0","송승준",0,"롯데","선발투수","1.1",0,0,0,0,"5","0",2,1,2,3,18,21
"2018-10-03","롯데","한화","0","이명우",0,"롯데","불펜투수","6.4",0,0,0,0,"0","2",0,0,1,0,4,4
"2018-10-03","롯데","한화","0","윤길현",0,"롯데","불펜투수","6.8",0,0,1,0,"0","2",1,1,1,1,2,3
"2018-10-03","롯데","한화","0","고효준",0,"롯데","불펜투수","7.2",1,0,0,0,"0","0",3,3,0,1,2,3
"2018-10-03","롯데","한화","0","구승민",0,"롯데","불펜투수","7.5",0,0,0,0,"0","2",1,1,1,0,3,3
"2018-10-03","롯데","한화","0","진명호",0,"롯데","불펜투수","8.8",0,0,0,0,"1","0",0,0,1,0,3,4
"2018-10-03","롯데","한화","0","샘슨",0,"한화","선발투수","1.1",0,0,0,0,"5","0",5,5,5,3,20,23
"2018-10-03","롯데","한화","0","서균",0,"한화","불펜투수","6.6",0,0,0,0,"0","1",0,0,0,1,1,2
"2018-10-03","롯데","한화","0","박상원",0,"한화","불펜투수","6.8",0,0,0,0,"0","2",0,0,0,1,2,3
"2018-10-03","롯데","한화","0","김범수",0,"한화","불펜투수","7.2",0,0,0,0,"0","1",0,0,1,0,1,1
"2018-10-03","롯데","한화","0","장민재",1,"한화","불펜투수","7.3",0,0,0,0,"0","2",0,0,0,0,2,2
"2018-10-03","롯데","한화","0","이태양",0,"한화","불펜투수","8.5",0,0,1,0,"1","1",0,0,1,0,4,4
"2018-10-03","롯데","한화","0","정우람",0,"한화","불펜투수","9.9",0,0,0,1,"0","2",1,1,2,1,5,6
"2018-10-04","롯데","한화","0","레일리",1,"롯데","선발투수","1.1",0,0,0,0,"7","0",0,0,11,3,24,27
"2018-10-04","롯데","한화","0","오현택",0,"롯데","불펜투수","8.1",0,0,0,0,"0","1",2,1,0,0,3,3
"2018-10-04","롯데","한화","0","구승민",0,"롯데","불펜투수","8.4",0,0,0,0,"0","2",0,0,1,0,2,2
"2018-10-04","롯데","한화","0","이명우",0,"롯데","불펜투수","9.6",0,0,0,0,"1","0",0,0,1,0,4,4
"2018-10-04","롯데","한화","0","헤일",0,"한화","선발투수","1.1",1,0,0,0,"5","0",4,2,8,3,23,26
"2018-10-04","롯데","한화","0","장민재",0,"한화","불펜투수","6.9",0,0,0,0,"0","1",0,0,0,0,2,2
"2018-10-04","롯데","한화","0","임준섭",0,"한화","불펜투수","6.2",0,0,0,0,"0","0",0,0,0,1,0,1
"2018-10-04","롯데","한화","0","박상원",0,"한화","불펜투수","6.3",0,0,0,0,"1","1",0,0,1,0,4,4
"2018-10-04","롯데","한화","0","안영명",0,"한화","불펜투수","7.7",0,0,0,0,"1","1",1,1,2,0,5,5
"2018-10-04","롯데","한화","0","송은범",0,"한화","불펜투수","9.3",0,0,0,0,"0","1",2,2,1,1,4,5
"2018-10-04","롯데","한화","0","김성훈",0,"한화","불펜투수","9.8",0,0,0,0,"0","2",0,0,0,0,1,1
"2018-10-06","한화","롯데","0","김민우",0,"한화","선발투수","1.1",1,0,0,0,"4","0",4,4,3,2,17,19
"2018-10-06","한화","롯데","0","임준섭",0,"한화","불펜투수","5.2",0,0,0,0,"0","0",1,1,0,1,0,1
"2018-10-06","한화","롯데","0","장민재",0,"한화","불펜투수","5.3",0,0,0,0,"1","1",3,3,2,2,6,8
"2018-10-06","한화","롯데","0","김범수",0,"한화","불펜투수","6.2",0,0,0,0,"0","0",0,0,0,1,0,1
"2018-10-06","한화","롯데","0","박상원",0,"한화","불펜투수","6.3",0,0,0,0,"1","1",0,0,2,1,6,7
"2018-10-06","한화","롯데","0","이태양",0,"한화","불펜투수","7.1",0,0,0,0,"1","1",0,0,1,0,4,4
"2018-10-06","한화","롯데","0","노경은",1,"롯데","선발투수","1.1",0,0,0,0,"5","2",5,5,4,1,22,23
"2018-10-06","한화","롯데","0","이명우",0,"롯데","불펜투수","6.6",0,0,0,0,"0","0",0,0,0,0,1,1
