"date","away","home","doubleheader","name","team","position","one","two","three","four","five","six","seven","eight","nine","ten","eleven","twelve","ab","h","r","rbi","id"
"2018-03-24","한화","넥센","0","고종욱","넥센","좌","0","2000","0","1011","3000",7003,"0",0,"0",0,0,0,3,1,2,0,"46"
"2018-03-24","한화","넥센","0","김민성","넥센","三","0","3000","0","2000","1118",7003,"0",0,"0",0,0,0,3,1,1,1,"119"
"2018-03-24","한화","넥센","0","김지수","넥센","二","0","0","0","0","0",0,"0",0,"0",0,0,0,0,0,0,0,"227"
"2018-03-24","한화","넥센","0","김태균","한화","지","1011","0","1017","0","0",2000,"0",1017,"0",0,0,0,4,3,0,0,"243"
"2018-03-24","한화","넥센","0","김태완","넥센","지","2000","0","1302","3000","0",1011,"0",7102,"0",0,0,0,4,2,1,1,"248"
"2018-03-24","한화","넥센","0","김하성","넥센","유","0","1018","2000","7006","0",7003,"0",2000,"0",0,0,0,5,1,0,0,"256"
"2018-03-24","한화","넥센","0","박동원","넥센","포","0","7004","0","1019","1012",0,"7104",0,"0",0,0,0,4,2,1,2,"383"
"2018-03-24","한화","넥센","0","박병호","넥센","一","0","2000","1017","6002","0",1017,"0",7302,"0",0,0,0,5,2,0,0,"389"
"2018-03-24","한화","넥센","0","서건창","넥센","二","7101","0","7100","1011","2000",0,"7101",0,"0",0,0,0,5,1,0,0,"508"
"2018-03-24","한화","넥센","0","송광민","한화","一","1017","0","1019","0","0",2000,"0",7003,"0",0,0,0,4,2,1,0,"540"
"2018-03-24","한화","넥센","0","양성우","한화","좌","7006","0","7107","0","1017",0,"7002",0,"7101",0,0,0,5,1,0,0,"615"
"2018-03-24","한화","넥센","0","오선진","한화","三","0","7101","0","0","7102",0,"3000",0,"2000",0,0,0,3,0,0,0,"641"
"2018-03-24","한화","넥센","0","이동훈","한화","주","0","0","0","0","0",0,"0",0,"0",0,0,0,0,0,0,0,"740"
"2018-03-24","한화","넥센","0","이용규","한화","중","2000","7003","0","0","7405",0,"1019",0,"2000",0,0,0,5,1,0,1,"788"
"2018-03-24","한화","넥센","0","이정후","넥센","중좌","0","3000","0","1117","7005",0,"1116",0,"0",0,0,0,3,2,1,1,"818"
"2018-03-24","한화","넥센","0","임병욱","넥센","중","0","0","0","0","0",0,"0",0,"0",0,0,0,0,0,0,0,"871"
"2018-03-24","한화","넥센","0","정경운","한화","二","0","0","0","0","0",0,"0",2000,"0",0,0,0,1,0,0,0,"930"
"2018-03-24","한화","넥센","0","정근우","한화","二","7104","0","0","2000","0",0,"7102",0,"0",0,0,0,3,0,0,0,"933"
"2018-03-24","한화","넥센","0","지성준","한화","포","0","0","0","0","0",0,"0",0,"1011",0,0,0,1,1,0,0,"1016"
"2018-03-24","한화","넥센","0","초이스","넥센","우","2000","0","2000","2000","7005",0,"7003",0,"0",0,0,0,5,0,0,0,"1038"
"2018-03-24","한화","넥센","0","최윤석","한화","유","0","0","0","0","0",0,"0",0,"0",0,0,0,0,0,0,0,"1067"
"2018-03-24","한화","넥센","0","최재훈","한화","포","0","1016","0","2000","0",0,"2000",0,"0",0,0,0,3,1,0,0,"1070"
"2018-03-24","한화","넥센","0","하주석","한화","유","1017","0","7005","0","0",7003,"0",7100,"0",0,0,0,4,1,0,1,"1122"
"2018-03-24","한화","넥센","0","호잉","한화","우","0","1008","0","7101","0",0,"1201",0,"1018",0,0,0,4,3,2,0,"1158"
"2018-03-25","한화","넥센","0","고종욱","넥센","좌","0","2000","0","7102","0",0,"0",0,"0",0,0,0,2,0,0,0,"46"
"2018-03-25","한화","넥센","0","김민성","넥센","三","0","2000","0","0","7102",0,"1303",0,"0",0,0,0,3,1,1,1,"119"
"2018-03-25","한화","넥센","0","김태균","한화","지","2000","0","7006","0","1011",0,"2000",0,"0",0,0,0,4,1,0,1,"243"
"2018-03-25","한화","넥센","0","김태완","넥센","지","2000","0","0","2000","0",7005,"0",2000,"0",0,0,0,4,0,0,0,"248"
"2018-03-25","한화","넥센","0","김하성","넥센","유","0","7005","0","1019","0",0,"7101",0,"7407",0,0,0,4,1,0,0,"256"
"2018-03-25","한화","넥센","0","박동원","넥센","타포","0","0","0","0","7102",0,"0",2000,"0",0,0,0,2,0,0,0,"383"
"2018-03-25","한화","넥센","0","박병호","넥센","一","0","3100","0","3000","0",7006,"0",0,"2000",0,0,0,2,0,0,0,"389"
"2018-03-25","한화","넥센","0","서건창","넥센","二","7100","0","7005","0","0",7006,"0",2000,"0",0,0,0,4,0,0,0,"508"
"2018-03-25","한화","넥센","0","송광민","한화","一","1011","0","1010","0","1116",0,"7005",0,"7101",0,0,0,5,3,1,2,"540"
"2018-03-25","한화","넥센","0","양성우","한화","좌","3100","0","1110","0","7005",0,"1116",0,"1011",0,0,0,4,3,1,0,"615"
"2018-03-25","한화","넥센","0","오선진","한화","三","0","7104","0","0","7104",7100,"0",0,"7400",0,0,0,4,0,0,0,"641"
"2018-03-25","한화","넥센","0","이용규","한화","중","2000","2000","0","0","1019",0,"2000",0,"7104",0,0,0,5,1,1,0,"788"
"2018-03-25","한화","넥센","0","이정후","넥센","중좌","0","0","1011","0","7101",0,"7003",0,"0",0,0,0,3,1,0,0,"818"
"2018-03-25","한화","넥센","0","임병욱","넥센","중","0","0","0","0","0",0,"0",0,"7004",0,0,0,1,0,0,0,"871"
"2018-03-25","한화","넥센","0","장영석","넥센","타","0","0","0","0","0",0,"2000",0,"0",0,0,0,1,0,0,0,"903"
"2018-03-25","한화","넥센","0","정근우","한화","二","7101","0","0","3100","7104",0,"0",7104,"0",0,0,0,3,0,0,0,"933"
"2018-03-25","한화","넥센","0","주효상","넥센","포","0","0","2000","0","0",0,"0",0,"0",0,0,0,1,0,0,0,"1014"
"2018-03-25","한화","넥센","0","초이스","넥센","우","2000","0","0","7304","0",1116,"0",1017,"0",0,0,0,4,2,0,0,"1038"
"2018-03-25","한화","넥센","0","최재훈","한화","포","0","7005","0","7209","0",2000,"0",2000,"0",0,0,0,4,0,0,0,"1070"
"2018-03-25","한화","넥센","0","하주석","한화","유","3000","0","2000","0","1019",0,"0",1301,"0",0,0,0,3,2,1,1,"1122"
"2018-03-25","한화","넥센","0","호잉","한화","우","0","1019","0","7101","0",2000,"0",7007,"0",0,0,0,4,1,0,0,"1158"
"2018-03-27","한화","NC","0","권희동","NC","타","0","0","0","0","0",0,"2000",0,"0",0,0,0,1,0,0,0,"68"
"2018-03-27","한화","NC","0","김성욱","NC","중","0","7102","0","3000","0",7107,"7104",0,"0",0,0,0,3,0,1,0,"148"
"2018-03-27","한화","NC","0","김태균","한화","一","7104","0","0","2000","1012",0,"2000",0,"7003",0,0,0,5,1,0,0,"243"
"2018-03-27","한화","NC","0","나성범","NC","우","1300","6000","0","1019","0",0,"2000",0,"0",0,0,0,4,2,1,2,"274"
"2018-03-27","한화","NC","0","노진혁","NC","유三","7101","3000","0","7005","0",0,"1008",3000,"0",0,0,0,3,1,2,0,"291"
"2018-03-27","한화","NC","0","모창민","NC","三","0","1012","7002","0","7101",0,"0",0,"0",0,0,0,3,1,0,0,"352"
"2018-03-27","한화","NC","0","박민우","NC","二","2000","1011","0","3100","0",7100,"0",7104,"0",0,0,0,4,1,1,0,"387"
"2018-03-27","한화","NC","0","백창수","한화","타","0","0","0","0","0",0,"0",7104,"0",0,0,0,1,0,0,0,"480"
"2018-03-27","한화","NC","0","손시헌","NC","유","0","0","0","0","0",0,"1303",0,"0",0,0,0,1,1,1,3,"530"
"2018-03-27","한화","NC","0","송광민","한화","三","3100","0","0","2000","7101",0,"3100",0,"2000",0,0,0,3,0,0,0,"540"
"2018-03-27","한화","NC","0","스크럭스","NC","一","3100","2000","0","2000","0",0,"1017",0,"0",0,0,0,3,1,1,0,"556"
"2018-03-27","한화","NC","0","양성우","한화","좌","7212","0","7005","0","7005",0,"7100",7206,"0",0,0,0,5,0,0,0,"615"
"2018-03-27","한화","NC","0","이용규","한화","중","1017","0","3000","7005","0",0,"3000",1011,"0",0,0,0,3,2,0,0,"788"
"2018-03-27","한화","NC","0","이종욱","NC","좌","0","1116","2000","0","7104",0,"1013",0,"0",0,0,0,4,2,1,0,"824"
"2018-03-27","한화","NC","0","정근우","한화","二","0","0","7005","1019","0",0,"7108",1011,"0",0,0,0,4,2,0,2,"933"
"2018-03-27","한화","NC","0","정범모","NC","포","0","5005","0","7107","0",7003,"0",2000,"0",0,0,0,3,0,1,1,"940"
"2018-03-27","한화","NC","0","지성준","한화","포","0","0","0","0","0",0,"0",0,"0",0,0,0,0,0,0,0,"1016"
"2018-03-27","한화","NC","0","최재훈","한화","포","0","0","2000","3000","0",7104,"0",0,"0",0,0,0,2,0,0,0,"1070"
"2018-03-27","한화","NC","0","최준석","NC","지","2000","0","7107","0","7104",0,"0",0,"0",0,0,0,3,0,0,0,"1075"
"2018-03-27","한화","NC","0","최진행","한화","지","0","2000","0","3000","0",3000,"0",1304,"0",0,0,0,2,1,2,2,"1077"
"2018-03-27","한화","NC","0","하주석","한화","유","0","7101","0","1017","7100",0,"0",1019,"7102",0,0,0,5,2,2,0,"1122"
"2018-03-27","한화","NC","0","호잉","한화","우","0","7005","0","1011","0",7107,"0",1300,"0",0,0,0,4,2,2,2,"1158"
"2018-03-28","한화","NC","0","강상원","한화","주좌","0","0","0","0","0",0,"0",0,"0",0,0,0,0,0,0,0,"21"
"2018-03-28","한화","NC","0","권희동","NC","좌","0","7101","0","0","7006",0,"0",2000,"0",0,0,0,3,0,0,0,"68"
"2018-03-28","한화","NC","0","김성욱","NC","주중","0","0","0","0","0",0,"0",0,"0",0,0,0,0,0,0,0,"148"
"2018-03-28","한화","NC","0","김태균","한화","一","7102","0","1116","0","0",7005,"0",1019,"7006",0,0,0,5,2,0,0,"243"
"2018-03-28","한화","NC","0","나성범","NC","우","7104","0","7006","0","0",7101,"0",2000,"0",0,0,0,4,0,1,0,"274"
"2018-03-28","한화","NC","0","노진혁","NC","유三","7404","0","7001","0","0",7100,"0",0,"0",0,0,0,3,0,0,0,"291"
"2018-03-28","한화","NC","0","모창민","NC","三","2000","0","0","7209","0",0,"1019",0,"0",0,0,0,3,1,0,0,"352"
"2018-03-28","한화","NC","0","박민우","NC","二","1011","0","7100","0","7104",0,"0",3000,"0",0,0,0,3,1,0,0,"387"
"2018-03-28","한화","NC","0","박석민","NC","지","1118","0","0","1019","0",0,"7104",0,"3100",0,0,0,3,2,0,2,"395"
"2018-03-28","한화","NC","0","백창수","한화","좌","0","3000","0","7102","0",0,"6004",0,"0",0,0,0,2,0,0,0,"480"
"2018-03-28","한화","NC","0","손시헌","NC","유","0","0","0","0","0",0,"0",0,"7006",0,0,0,1,0,0,0,"530"
"2018-03-28","한화","NC","0","송광민","한화","三","1019","0","1301","0","1017",0,"0",7001,"2000",0,0,0,5,3,1,2,"540"
"2018-03-28","한화","NC","0","스크럭스","NC","一","3000","0","0","3000","0",7006,"0",0,"7407",0,0,0,2,0,1,0,"556"
"2018-03-28","한화","NC","0","신진호","NC","포","0","0","0","0","0",0,"0",0,"0",0,0,0,0,0,0,0,"576"
"2018-03-28","한화","NC","0","양성우","한화","타좌","0","0","0","0","0",0,"0",1008,"0",0,0,0,1,1,1,1,"615"
"2018-03-28","한화","NC","0","이상호","NC","타三","0","0","0","0","0",0,"0",1117,"0",0,0,0,1,1,0,0,"758"
"2018-03-28","한화","NC","0","이용규","한화","중","7102","0","2000","0","3000",0,"7005",1019,"0",0,0,0,4,1,1,2,"788"
"2018-03-28","한화","NC","0","이종욱","NC","중","0","2000","0","7001","0",0,"7201",0,"0",0,0,0,3,0,0,0,"824"
"2018-03-28","한화","NC","0","정경운","한화","一","0","0","0","0","0",0,"0",0,"0",0,0,0,0,0,0,0,"930"
"2018-03-28","한화","NC","0","정근우","한화","二","7001","0","7104","0","7006",0,"7107",7000,"0",0,0,0,5,0,0,0,"933"
"2018-03-28","한화","NC","0","정범모","NC","포","0","7104","0","0","7407",0,"0",0,"0",0,0,0,2,0,0,0,"940"
"2018-03-28","한화","NC","0","지석훈","NC","타","0","0","0","0","0",0,"0",0,"7001",0,0,0,1,0,0,0,"1015"
"2018-03-28","한화","NC","0","최재훈","한화","포","0","7101","0","0","7102",0,"7006",3000,"0",0,0,0,3,0,0,0,"1070"
"2018-03-28","한화","NC","0","최준석","NC","타","0","0","0","0","0",0,"0",7003,"0",0,0,0,1,0,0,0,"1075"
"2018-03-28","한화","NC","0","최진행","한화","지","0","7001","0","2000","0",3000,"0",1017,"0",0,0,0,3,1,1,0,"1077"
"2018-03-28","한화","NC","0","하주석","한화","유","0","2000","7005","0","0",2000,"0",7101,"7005",0,0,0,5,0,1,0,"1122"
"2018-03-28","한화","NC","0","호잉","한화","우","0","1011","0","7006","0",7104,"0",1011,"0",0,0,0,4,2,1,1,"1158"
"2018-03-29","한화","NC","0","권희동","NC","좌","0","1017","0","2000","0",7104,"0",6001,"0",0,0,0,4,1,1,0,"68"
"2018-03-29","한화","NC","0","김성욱","NC","주중","0","0","0","0","0",0,"0",0,"0",0,0,0,0,0,1,0,"148"
"2018-03-29","한화","NC","0","김태균","한화","一","0","7300","0","7102","0",1017,"0",2000,"0",0,0,0,4,1,0,1,"243"
"2018-03-29","한화","NC","0","나성범","NC","우","1017","0","1003","0","2000",0,"2000",0,"0",0,0,0,4,2,0,0,"274"
"2018-03-29","한화","NC","0","노진혁","NC","三유","1019","0","2000","0","1011",0,"7003",0,"0",0,0,0,4,2,0,0,"291"
"2018-03-29","한화","NC","0","모창민","NC","주三","0","0","0","7003","0",0,"1018",5002,"0",0,0,0,2,1,0,1,"352"
"2018-03-29","한화","NC","0","박민우","NC","二","2000","0","7101","0","0",0,"0",0,"0",0,0,0,2,0,0,0,"387"
"2018-03-29","한화","NC","0","박석민","NC","지","2000","0","0","3100","0",7001,"0",3100,"0",0,0,0,2,0,0,0,"395"
"2018-03-29","한화","NC","0","손시헌","NC","유","0","3100","0","0","0",0,"0",0,"0",0,0,0,0,0,0,0,"530"
"2018-03-29","한화","NC","0","스크럭스","NC","一","7003","0","7102","0","0",6004,"0",2000,"0",0,0,0,4,0,0,0,"556"
"2018-03-29","한화","NC","0","신진호","NC","포","0","0","0","0","0",0,"0",0,"0",0,0,0,0,0,0,0,"576"
"2018-03-29","한화","NC","0","양성우","한화","좌","0","1110","0","7405","0",0,"7004",0,"7003",0,0,0,4,1,0,0,"615"
"2018-03-29","한화","NC","0","오선진","한화","三","0","0","7104","0","2000",0,"3000",0,"7104",0,0,0,3,0,0,0,"641"
"2018-03-29","한화","NC","0","이상호","NC","二","0","0","0","0","1011",0,"1011",1011,"0",0,0,0,3,3,0,0,"758"
"2018-03-29","한화","NC","0","이용규","한화","중","7006","0","3000","0","0",1011,"0",7304,"0",0,0,0,3,1,1,0,"788"
"2018-03-29","한화","NC","0","이종욱","NC","중","0","7101","0","7104","0",7305,"0",3000,"0",0,0,0,3,0,1,0,"824"
"2018-03-29","한화","NC","0","임창민","NC","투","0","0","0","0","0",0,"0",0,"0",0,0,0,0,0,0,0,"886"
"2018-03-29","한화","NC","0","정근우","한화","二","7101","0","6000","0","0",1019,"0",7400,"0",0,0,0,4,1,0,0,"933"
"2018-03-29","한화","NC","0","정범모","NC","포","0","7208","0","0","7104",0,"7003",0,"0",0,0,0,3,0,0,0,"940"
"2018-03-29","한화","NC","0","지석훈","NC","二","0","0","0","0","0",0,"0",0,"0",0,0,0,0,0,0,0,"1015"
"2018-03-29","한화","NC","0","지성준","한화","포","0","0","7101","0","7003",0,"7003",0,"0",0,0,0,3,0,0,0,"1016"
"2018-03-29","한화","NC","0","최재훈","한화","포","0","0","0","0","0",0,"0",0,"0",0,0,0,0,0,0,0,"1070"
"2018-03-29","한화","NC","0","최준석","NC","타","0","0","0","0","0",0,"0",1304,"0",0,0,0,1,1,1,3,"1075"
"2018-03-29","한화","NC","0","최진행","한화","지","0","7102","0","7102","0",7208,"0",0,"2000",0,0,0,4,0,0,0,"1077"
"2018-03-29","한화","NC","0","하주석","한화","유","2000","0","7005","0","0",7407,"0",1023,"0",0,0,0,4,1,0,0,"1122"
"2018-03-29","한화","NC","0","호잉","한화","우","0","7003","0","0","7002",0,"7101",0,"1110",0,0,0,4,1,0,0,"1158"
"2018-03-30","SK","한화","0","강상원","한화","우","0","0","0","0","0",0,"2000",0,"0",0,0,0,1,0,0,0,"21"
"2018-03-30","SK","한화","0","김동엽","SK","좌","0","7400","0","1017","1304",0,"7402",0,"0",0,0,0,4,2,2,4,"105"
"2018-03-30","SK","한화","0","김성현","SK","二","0","0","7006","0","2000",7303,"0",0,"7305",0,0,0,4,0,0,0,"153"
"2018-03-30","SK","한화","0","김태균","한화","지","0","7104","2000","0","0",1303,"0",7003,"0",0,0,0,4,1,1,1,"243"
"2018-03-30","SK","한화","0","나주환","SK","유","0","2000","0","7104","0",1017,"0",2000,"0",0,0,0,4,1,0,1,"280"
"2018-03-30","SK","한화","0","노수광","SK","좌","0","0","0","0","0",0,"0",0,"0",0,0,0,0,0,0,0,"289"
"2018-03-30","SK","한화","0","로맥","SK","一","0","1304","0","3000","1019",0,"3000",0,"0",0,0,0,2,2,3,2,"312"
"2018-03-30","SK","한화","0","백창수","한화","一","0","7301","0","0","3000",0,"2000",0,"2000",0,0,0,3,0,0,0,"480"
"2018-03-30","SK","한화","0","송광민","한화","三","7101","0","1017","0","0",2000,"0",6300,"0",0,0,0,4,1,0,0,"540"
"2018-03-30","SK","한화","0","양성우","한화","타","0","0","0","0","0",0,"0",0,"7101",0,0,0,1,0,0,0,"615"
"2018-03-30","SK","한화","0","이용규","한화","중","1017","0","4004","0","7100",0,"0",1011,"0",0,0,0,4,2,1,0,"788"
"2018-03-30","SK","한화","0","이재원","SK","포","0","0","2000","2000","0",2000,"0",7003,"0",0,0,0,4,0,0,0,"811"
"2018-03-30","SK","한화","0","정근우","한화","二","7006","0","1018","0","7101",0,"0",1017,"0",0,0,0,4,2,1,0,"933"
"2018-03-30","SK","한화","0","정진기","SK","중","7100","0","2000","0","1011",2000,"0",0,"7102",0,0,0,5,1,1,0,"966"
"2018-03-30","SK","한화","0","지성준","한화","포","0","0","0","0","0",0,"2000",0,"2000",0,0,0,2,0,0,0,"1016"
"2018-03-30","SK","한화","0","최승준","SK","지","0","2000","0","3000","2000",0,"0",2000,"0",0,0,0,3,0,0,0,"1054"
"2018-03-30","SK","한화","0","최재훈","한화","포","0","7100","0","0","7107",0,"0",0,"0",0,0,0,2,0,0,0,"1070"
"2018-03-30","SK","한화","0","최정","SK","三","2000","0","0","7100","3000",0,"2000",0,"2000",0,0,0,4,0,1,0,"1071"
"2018-03-30","SK","한화","0","최진행","한화","좌","0","3000","0","2000","0",2000,"0",7102,"0",0,0,0,3,0,0,0,"1077"
"2018-03-30","SK","한화","0","하주석","한화","유","0","1003","0","7100","0",7005,"0",7101,"0",0,0,0,4,1,1,1,"1122"
"2018-03-30","SK","한화","0","한동민","SK","우","2000","0","0","3000","7006",0,"7002",0,"3000",0,0,0,3,0,1,0,"1128"
"2018-03-30","SK","한화","0","호잉","한화","우","0","1118","0","1011","0",0,"0",0,"0",0,0,0,2,2,0,1,"1158"
"2018-03-31","SK","한화","0","강상원","한화","중","0","0","0","0","0",0,"0",0,"7104",0,0,0,1,0,0,0,"21"
"2018-03-31","SK","한화","0","김동엽","SK","좌","1303","0","0","2000","7101",0,"2000",0,"1116",0,0,0,5,2,1,3,"105"
"2018-03-31","SK","한화","0","김성현","SK","二","0","7206","0","0","3000",7212,"0",1303,"7101",0,0,0,4,1,2,2,"153"
"2018-03-31","SK","한화","0","김태균","한화","지","2000","0","2000","0","0",3100,"0",0,"0",0,0,0,2,0,0,0,"243"
"2018-03-31","SK","한화","0","나주환","SK","유","7104","0","7107","0","7221",3100,"0",0,"0",0,0,0,3,0,1,0,"280"
"2018-03-31","SK","한화","0","노수광","SK","주좌","0","0","0","0","0",0,"0",0,"0",0,0,0,0,0,1,0,"289"
"2018-03-31","SK","한화","0","로맥","SK","一","1019","0","2000","0","1303",0,"2000",2000,"0",0,0,0,5,2,2,4,"312"
"2018-03-31","SK","한화","0","박승욱","SK","주유","0","0","0","0","0",0,"0",1011,"0",0,0,0,1,1,0,0,"406"
"2018-03-31","SK","한화","0","백창수","한화","一","0","7102","0","0","7102",0,"7212",0,"7006",0,0,0,4,0,0,0,"480"
"2018-03-31","SK","한화","0","송광민","한화","三","1011","0","7100","0","0",1303,"0",2000,"0",0,0,0,4,2,1,1,"540"
"2018-03-31","SK","한화","0","양성우","한화","우","0","7101","0","7101","0",0,"3000",0,"1110",0,0,0,3,1,0,0,"615"
"2018-03-31","SK","한화","0","오선진","한화","주지","0","0","0","0","0",0,"0",7104,"0",0,0,0,1,0,0,0,"641"
"2018-03-31","SK","한화","0","이동걸","한화","투","0","0","0","0","0",0,"0",0,"0",0,0,0,0,0,0,0,"736"
"2018-03-31","SK","한화","0","이성우","SK","포","0","0","0","0","0",0,"0",1022,"7104",0,0,0,2,1,1,1,"765"
"2018-03-31","SK","한화","0","이용규","한화","중","1017","0","7104","0","7206",0,"1017",0,"0",0,0,0,4,2,0,0,"788"
"2018-03-31","SK","한화","0","이재원","SK","포","0","1017","0","0","3000",1019,"0",0,"0",0,0,0,2,2,0,0,"811"
"2018-03-31","SK","한화","0","정경운","한화","二","0","0","0","0","0",0,"0",0,"0",0,0,0,0,0,0,0,"930"
"2018-03-31","SK","한화","0","정근우","한화","二","2000","0","1017","0","0",7104,"7003",0,"0",0,0,0,4,1,0,0,"933"
"2018-03-31","SK","한화","0","정의윤","SK","우","0","7101","0","7104","0",1011,"7003",0,"7006",0,0,0,5,1,0,0,"958"
"2018-03-31","SK","한화","0","정진기","SK","중","3000","0","7102","0","1011",3000,"0",7107,"0",0,0,0,3,1,1,0,"966"
"2018-03-31","SK","한화","0","지성준","한화","타포","0","0","0","0","0",0,"1013",0,"2000",0,0,0,2,1,0,0,"1016"
"2018-03-31","SK","한화","0","최재훈","한화","포","0","7102","0","0","3000",0,"0",0,"0",0,0,0,1,0,0,0,"1070"
"2018-03-31","SK","한화","0","최정","SK","三","7001","0","3100","0","3200",7102,"0",2000,"0",0,0,0,3,0,1,0,"1071"
"2018-03-31","SK","한화","0","최진행","한화","좌","2000","0","0","2000","0",2000,"0",2000,"0",0,0,0,4,0,0,0,"1077"
"2018-03-31","SK","한화","0","최항","SK","타","0","0","0","0","0",0,"0",0,"1116",0,0,0,1,1,1,1,"1081"
"2018-03-31","SK","한화","0","하주석","한화","유","3000","0","0","7100","0",2000,"0",1202,"0",0,0,0,3,1,0,0,"1122"
"2018-03-31","SK","한화","0","한동민","SK","지","2000","0","0","7104","0",6001,"1019",0,"0",0,0,0,4,1,1,0,"1128"
"2018-04-01","SK","한화","0","강상원","한화","우중","0","0","7405","0","2000",0,"0",7003,"0",0,0,0,3,0,0,0,"21"
"2018-04-01","SK","한화","0","김동엽","SK","좌중","0","2000","7305","0","7003",5002,"0",7006,"0",0,0,0,4,0,0,1,"105"
"2018-04-01","SK","한화","0","노수광","SK","우","2000","7405","0","7100","7100",0,"1019",0,"7101",0,0,0,6,1,1,0,"289"
"2018-04-01","SK","한화","0","로맥","SK","三","7104","0","3000","0","3000",7003,"0",1303,"2000",0,0,0,4,1,2,1,"312"
"2018-04-01","SK","한화","0","박승욱","SK","유","0","1011","0","6000","7003",0,"3000",1116,"0",0,0,0,4,2,1,1,"406"
"2018-04-01","SK","한화","0","백창수","한화","一","0","7302","0","0","2000",0,"0",1011,"0",0,0,0,3,1,0,0,"480"
"2018-04-01","SK","한화","0","송광민","한화","三","2000","0","0","7001","0",0,"2000",0,"0",0,0,0,3,0,0,0,"540"
"2018-04-01","SK","한화","0","양성우","한화","좌","1018","0","0","7107","0",7004,"0",0,"7100",0,0,0,4,1,0,0,"615"
"2018-04-01","SK","한화","0","오선진","한화","三","0","0","0","0","0",0,"0",0,"7102",0,0,0,1,0,0,0,"641"
"2018-04-01","SK","한화","0","이성우","SK","포","0","0","0","0","0",0,"0",0,"7008",0,0,0,1,0,0,0,"765"
"2018-04-01","SK","한화","0","이용규","한화","중","7405","0","7101","0","0",1017,"0",0,"0",0,0,0,3,1,0,0,"788"
"2018-04-01","SK","한화","0","이재원","SK","포","0","1019","0","7003","1017",0,"2000",0,"0",0,0,0,4,2,0,0,"811"
"2018-04-01","SK","한화","0","장진혁","한화","우","0","0","0","0","0",0,"0",7101,"0",0,0,0,1,0,0,0,"911"
"2018-04-01","SK","한화","0","정경운","한화","二","0","0","0","0","0",0,"7102",0,"0",0,0,0,1,0,0,0,"930"
"2018-04-01","SK","한화","0","정근우","한화","二","0","2000","0","2000","0",0,"0",0,"0",0,0,0,2,0,0,0,"933"
"2018-04-01","SK","한화","0","정은원","한화","유","0","0","0","0","0",0,"0",0,"0",0,0,0,0,0,0,0,"957"
"2018-04-01","SK","한화","0","정의윤","SK","좌","0","0","0","0","0",0,"0",7104,"0",0,0,0,1,0,0,0,"958"
"2018-04-01","SK","한화","0","정진기","SK","중","7005","0","1117","7003","0",1019,"1302",0,"0",0,0,0,5,3,3,3,"966"
"2018-04-01","SK","한화","0","지성준","한화","포","0","0","0","0","0",0,"0",2000,"0",0,0,0,1,0,0,0,"1016"
"2018-04-01","SK","한화","0","최승준","SK","一","0","7003","7003","0","1304",0,"7003",7005,"0",0,0,0,5,1,1,3,"1054"
"2018-04-01","SK","한화","0","최재훈","한화","포","0","0","7104","0","0",7002,"0",0,"0",0,0,0,2,0,0,0,"1070"
"2018-04-01","SK","한화","0","최정","SK","지","1301","0","7102","0","1303",3000,"2000",0,"1303",0,0,0,5,3,3,3,"1071"
"2018-04-01","SK","한화","0","최항","SK","二","0","1118","1011","0","3000",7100,"0",3000,"0",0,0,0,3,2,2,1,"1081"
"2018-04-01","SK","한화","0","하주석","한화","유","0","2000","0","0","7405",0,"7101",0,"0",0,0,0,3,0,0,0,"1122"
"2018-04-01","SK","한화","0","호잉","한화","지","2000","0","0","1304","0",2000,"0",0,"7003",0,0,0,4,1,1,1,"1158"
"2018-04-03","롯데","한화","0","강상원","한화","좌","0","0","0","0","0",0,"0",0,"0",0,0,0,0,0,0,0,"21"
"2018-04-03","롯데","한화","0","김문호","롯데","좌","2000","0","7206","1000","7104",0,"1017",0,"2000",0,0,0,6,2,1,2,"116"
"2018-04-03","롯데","한화","0","김사훈","롯데","포","0","0","1116","0","0",0,"0",0,"0",0,0,0,1,1,1,1,"133"
"2018-04-03","롯데","한화","0","나원탁","롯데","포","0","0","0","0","0",0,"0",7107,"0",0,0,0,1,0,0,0,"277"
"2018-04-03","롯데","한화","0","나종덕","롯데","포","0","0","0","0","7107",0,"0",0,"0",0,0,0,1,0,0,0,"279"
"2018-04-03","롯데","한화","0","문규현","롯데","유","0","0","0","0","0",0,"0",7107,"0",0,0,0,1,0,0,0,"355"
"2018-04-03","롯데","한화","0","민병헌","롯데","중","1017","0","3000","6002","3000",0,"7001",0,"2000",0,0,0,4,1,1,0,"367"
"2018-04-03","롯데","한화","0","백창수","한화","지","1117","0","3000","2000","0",3100,"7003",0,"0",0,0,0,3,1,2,2,"480"
"2018-04-03","롯데","한화","0","번즈","롯데","二","0","7001","0","20001008","0",2000,"2000",0,"0",0,0,0,5,1,0,0,"486"
"2018-04-03","롯데","한화","0","손아섭","롯데","우","7104","0","1011","1116","1017",0,"1303",0,"2000",0,0,0,6,4,2,3,"531"
"2018-04-03","롯데","한화","0","송광민","한화","一","7005","1017","1303","0","1017",6002,"0",0,"0",0,0,0,5,3,2,6,"540"
"2018-04-03","롯데","한화","0","신본기","롯데","유三","0","0","3000","10172000","0",1018,"0",7100,"0",0,0,0,4,2,2,0,"565"
"2018-04-03","롯데","한화","0","양성우","한화","좌","3000","5005","3000","0","3000",7104,"0",0,"0",0,0,0,1,0,4,1,"615"
