"date","away","home","doubleheader","name","team","position","one","two","three","four","five","six","seven","eight","nine","ten","eleven","twelve","ab","h","r","rbi","id"
"2018-04-29","한화","롯데","0","하주석","한화","유","0","0","3000","2000","0",4004,"0",2000,"0",0,0,0,3,0,1,0,"1122"
"2018-04-29","한화","롯데","0","호잉","한화","우","7100","0","3000","0","7301",0,"7003",0,"7107",0,0,0,4,0,0,0,"1158"
"2018-05-01","LG","한화","0","강승호","LG","二","0","0","6001","0","2000",0,"0",0,"0",0,0,0,2,0,0,0,"23"
"2018-05-01","LG","한화","0","김용의","LG","一","0","7101","0","0","7104",0,"3000",0,"0",0,0,0,2,0,0,0,"170"
"2018-05-01","LG","한화","0","김태균","한화","지","7104","0","1017","0","1303",0,"7002",0,"0",0,0,0,4,2,1,1,"243"
"2018-05-01","LG","한화","0","김현수","LG","좌","0","1004","0","7005","0",1111,"0",1011,"0",0,0,0,4,3,1,0,"261"
"2018-05-01","LG","한화","0","김회성","한화","一","0","0","0","0","0",0,"7107",0,"0",0,0,0,1,0,0,0,"269"
"2018-05-01","LG","한화","0","박용택","LG","지","2000","0","2000","0","0",7003,"0",3000,"7101",0,0,0,4,0,1,0,"411"
"2018-05-01","LG","한화","0","송광민","한화","三","7107","0","3000","0","7006",3000,"0",7102,"0",0,0,0,3,0,1,0,"540"
"2018-05-01","LG","한화","0","양석환","LG","三","0","0","1303","0","7107",0,"7003",0,"7001",0,0,0,4,1,1,1,"614"
"2018-05-01","LG","한화","0","양성우","한화","좌","1003","0","6001","2000","0",3100,"0",7004,"0",0,0,0,4,1,1,1,"615"
"2018-05-01","LG","한화","0","오선진","한화","유二","0","7104","0","1019","0",1011,"7005",0,"0",0,0,0,4,2,0,0,"641"
"2018-05-01","LG","한화","0","오지환","LG","유","2000","0","7005","0","0",1003,"0",7101,"6001",0,0,0,5,1,1,0,"659"
"2018-05-01","LG","한화","0","유강남","LG","포","0","1018","0","7107","0",2000,"0",2000,"0",0,0,0,4,1,0,0,"678"
"2018-05-01","LG","한화","0","윤대영","LG","타","0","0","0","0","0",0,"0",0,"7006",0,0,0,1,0,0,0,"703"
"2018-05-01","LG","한화","0","이성열","한화","一","0","2000","7202","0","2100",0,"0",0,"0",0,0,0,3,0,0,0,"764"
"2018-05-01","LG","한화","0","이용규","한화","중","3000","0","1203","2000","0",2000,"0",4105,"0",0,0,0,3,1,1,0,"788"
"2018-05-01","LG","한화","0","이형종","LG","중","7104","0","2000","0","0",7006,"7206",0,"1012",0,0,0,5,1,0,0,"857"
"2018-05-01","LG","한화","0","임훈","LG","타","0","0","0","0","0",0,"1017",0,"0",0,0,0,1,1,0,0,"893"
"2018-05-01","LG","한화","0","정근우","한화","二","0","1023","0","0","0",0,"0",0,"0",0,0,0,1,1,0,0,"933"
"2018-05-01","LG","한화","0","정주현","LG","주二","0","0","0","0","0",0,"0",0,"3000",0,0,0,0,0,1,0,"963"
"2018-05-01","LG","한화","0","지성준","한화","포","0","7001","0","7306","0",7102,"0",0,"0",0,0,0,3,0,0,0,"1016"
"2018-05-01","LG","한화","0","채은성","LG","우","0","7208","0","7101","0",1019,"0",5005,"0",0,0,0,3,1,0,3,"1035"
"2018-05-01","LG","한화","0","최재훈","한화","포","0","0","0","0","0",0,"0",1017,"0",0,0,0,1,1,0,0,"1070"
"2018-05-01","LG","한화","0","하주석","한화","유","0","0","7305","0","7100",0,"1021",0,"0",0,0,0,3,1,0,0,"1122"
"2018-05-01","LG","한화","0","호잉","한화","우","2000","0","1301","0","1301",7004,"0",0,"0",0,0,0,4,2,2,4,"1158"
"2018-05-02","LG","한화","0","김용의","LG","一","0","0","0","0","0",0,"2000",0,"0",0,0,0,1,0,0,0,"170"
"2018-05-02","LG","한화","0","김태균","한화","一","7104","0","0","1019","0",7101,"0",0,"1011",0,0,0,4,2,0,0,"243"
"2018-05-02","LG","한화","0","김현수","LG","좌","0","7101","0","7104","0",0,"1011",0,"7101",0,0,0,4,1,1,0,"261"
"2018-05-02","LG","한화","0","박용택","LG","지","7100","0","0","7005","0",0,"2000",7101,"0",0,0,0,4,0,0,0,"411"
"2018-05-02","LG","한화","0","박지규","LG","二","0","0","7108","0","0",7104,"0",7101,"0",0,0,0,3,0,0,0,"439"
"2018-05-02","LG","한화","0","송광민","한화","三","1110","0","7107","0","0",1017,"0",2000,"0",0,0,0,4,2,0,1,"540"
"2018-05-02","LG","한화","0","양석환","LG","三","0","1017","0","0","7102",0,"1303",0,"2000",0,0,0,4,2,1,3,"614"
"2018-05-02","LG","한화","0","양성우","한화","좌","7100","0","7101","0","0",7006,"0",7101,"0",0,0,0,4,0,0,0,"615"
"2018-05-02","LG","한화","0","오선진","한화","二","0","7107","0","0","7104",0,"2000",0,"2000",0,0,0,4,0,0,0,"641"
"2018-05-02","LG","한화","0","오지환","LG","유","7006","0","0","1008","0",7104,"0",7005,"0",0,0,0,4,1,0,0,"659"
"2018-05-02","LG","한화","0","윤대영","LG","一","0","2000","0","0","2000",0,"0",0,"0",0,0,0,2,0,0,0,"703"
"2018-05-02","LG","한화","0","이성열","한화","지","0","1300","0","7005","0",0,"7402",0,"1111",0,0,0,4,2,1,2,"764"
"2018-05-02","LG","한화","0","이용규","한화","중","1011","0","2000","0","2000",0,"0",1110,"0",0,0,0,4,2,1,0,"788"
"2018-05-02","LG","한화","0","이형종","LG","중","7004","0","1011","0","0",7102,"0",1017,"0",0,0,0,4,2,0,0,"857"
"2018-05-02","LG","한화","0","장진혁","한화","주","0","0","0","0","0",0,"0",0,"0",0,0,0,0,0,1,0,"911"
"2018-05-02","LG","한화","0","정근우","한화","타","0","0","0","0","0",0,"0",7005,"0",0,0,0,1,0,0,0,"933"
"2018-05-02","LG","한화","0","정상호","LG","포","0","0","7107","0","7102",0,"2000",0,"0",0,0,0,3,0,0,0,"945"
"2018-05-02","LG","한화","0","지성준","한화","포","0","0","0","0","0",0,"0",0,"1004",0,0,0,1,1,0,1,"1016"
"2018-05-02","LG","한화","0","채은성","LG","우","0","2000","0","7005","0",0,"1019",0,"7104",0,0,0,4,1,1,0,"1035"
"2018-05-02","LG","한화","0","최재훈","한화","포","0","2000","0","0","2000",0,"0",0,"0",0,0,0,2,0,0,0,"1070"
"2018-05-02","LG","한화","0","하주석","한화","유","0","2000","0","2000","0",0,"2000",0,"3000",0,0,0,3,0,0,0,"1122"
"2018-05-02","LG","한화","0","호잉","한화","우","2000","0","0","7005","0",7100,"0",0,"3000",0,0,0,3,0,1,0,"1158"
"2018-05-03","LG","한화","0","김용의","LG","一","0","1011","0","7005","0",2000,"0",0,"2000",0,0,0,4,1,0,0,"170"
"2018-05-03","LG","한화","0","김태균","한화","一","0","7006","0","7003","0",7301,"1117",0,"0",0,0,0,4,1,0,1,"243"
"2018-05-03","LG","한화","0","김현수","LG","좌","2000","0","0","7003","0",7100,"0",1011,"0",0,0,0,4,1,0,0,"261"
"2018-05-03","LG","한화","0","김회성","한화","三","0","0","0","0","0",0,"0",0,"0",0,0,0,0,0,0,0,"269"
"2018-05-03","LG","한화","0","박용택","LG","지","1011","0","2000","0","0",1301,"0",7101,"0",0,0,0,4,2,1,2,"411"
"2018-05-03","LG","한화","0","박지규","LG","二","0","0","2000","0","1017",0,"4104",0,"3000",0,0,0,2,1,0,0,"439"
"2018-05-03","LG","한화","0","송광민","한화","三","1011","0","0","1303","0",7003,"1017",0,"0",0,0,0,4,3,2,2,"540"
"2018-05-03","LG","한화","0","양석환","LG","三","0","7005","0","0","7005",0,"1017",0,"7102",0,0,0,4,1,0,0,"614"
"2018-05-03","LG","한화","0","양성우","한화","좌","7101","0","0","7003","7101",0,"1011",0,"0",0,0,0,4,1,1,0,"615"
"2018-05-03","LG","한화","0","오선진","한화","二유","0","0","7003","0","1019",0,"3000",7208,"0",0,0,0,3,1,1,0,"641"
"2018-05-03","LG","한화","0","오지환","LG","유","7004","0","1011","0","0",1110,"0",2000,"0",0,0,0,4,2,1,0,"659"
"2018-05-03","LG","한화","0","유강남","LG","포","0","7407","0","3000","0",7102,"0",0,"1017",0,0,0,3,1,0,0,"678"
"2018-05-03","LG","한화","0","이성열","한화","지","0","7101","0","0","1017",3200,"2000",0,"0",0,0,0,3,1,1,0,"764"
"2018-05-03","LG","한화","0","이용규","한화","중","3000","0","7100","0","1011",0,"1011",0,"0",0,0,0,3,2,2,1,"788"
"2018-05-03","LG","한화","0","이형종","LG","타중","0","0","0","0","0",0,"7107",0,"2000",0,0,0,2,0,0,0,"857"
"2018-05-03","LG","한화","0","임훈","LG","중","2000","0","7006","0","7101",0,"0",0,"0",0,0,0,3,0,0,0,"893"
"2018-05-03","LG","한화","0","정근우","한화","타二","0","0","0","0","0",7003,"0",1019,"0",0,0,0,2,1,0,0,"933"
"2018-05-03","LG","한화","0","채은성","LG","우","0","7407","0","7003","0",1302,"0",7102,"0",0,0,0,4,1,1,1,"1035"
"2018-05-03","LG","한화","0","최재훈","한화","포","0","0","7306","0","7102",0,"4104",7104,"0",0,0,0,3,0,0,1,"1070"
"2018-05-03","LG","한화","0","하주석","한화","유","0","2000","0","0","7006",0,"0",0,"0",0,0,0,2,0,0,0,"1122"
"2018-05-03","LG","한화","0","호잉","한화","우","7202","0","0","2000","0",1117,"5004",0,"0",0,0,0,3,1,0,1,"1158"
"2018-05-04","한화","삼성","0","강민호","삼성","포","0","1304","1116","0","7003",0,"7102",0,"0",0,0,0,4,2,2,1,"15"
"2018-05-04","한화","삼성","0","강한울","삼성","二","0","1117","7104","0","7206",0,"0",2000,"0",0,0,0,4,1,1,0,"31"
"2018-05-04","한화","삼성","0","김상수","삼성","유","7005","7104","0","3100","0",0,"0",0,"0",0,0,0,2,0,1,0,"135"
"2018-05-04","한화","삼성","0","김성훈","삼성","유","0","0","0","0","0",7101,"0",0,"0",0,0,0,1,0,0,0,"155"
"2018-05-04","한화","삼성","0","김태균","한화","지","0","1019","1011","0","7303",0,"0",3100,"7303",0,0,0,4,2,2,0,"243"
"2018-05-04","한화","삼성","0","김헌곤","삼성","좌","7102","0","7006","7104","0",0,"7104",0,"0",0,0,0,4,0,0,0,"259"
"2018-05-04","한화","삼성","0","김회성","한화","一","0","0","0","0","0",0,"0",0,"0",0,0,0,0,0,0,0,"269"
"2018-05-04","한화","삼성","0","러프","삼성","一","1110","0","1019","6001","0",0,"7000",0,"2000",0,0,0,5,2,1,0,"304"
"2018-05-04","한화","삼성","0","박찬도","삼성","우","0","1011","0","1011","0",7000,"0",7402,"0",0,0,0,4,2,0,1,"447"
"2018-05-04","한화","삼성","0","박한이","삼성","지","0","2000","1011","0","1017",0,"0",2000,"0",0,0,0,4,2,0,2,"452"
"2018-05-04","한화","삼성","0","박해민","삼성","중","1019","7101","0","7220","0",1116,"0",0,"0",0,0,0,4,2,0,0,"453"
"2018-05-04","한화","삼성","0","배영섭","삼성","타","0","0","0","0","0",0,"0",0,"7000",0,0,0,1,0,0,0,"463"
"2018-05-04","한화","삼성","0","손주인","삼성","타","0","0","0","0","0",0,"0",0,"7006",0,0,0,1,0,0,0,"537"
"2018-05-04","한화","삼성","0","송광민","한화","三","7217","0","7104","0","7107",0,"7212",0,"7001",0,0,0,5,0,0,0,"540"
"2018-05-04","한화","삼성","0","양성우","한화","좌","7005","7304","0","7206","0",0,"1011",0,"3000",0,0,0,4,1,1,0,"615"
"2018-05-04","한화","삼성","0","오선진","한화","二","0","0","0","0","0",0,"0",0,"1019",0,0,0,1,1,0,0,"641"
"2018-05-04","한화","삼성","0","이성열","한화","一","0","1017","7001","0","0",2000,"0",1116,"1303",0,0,0,5,3,2,2,"764"
"2018-05-04","한화","삼성","0","이용규","한화","중","3000","7100","0","5005","0",0,"7006",0,"1110",0,0,0,3,1,1,1,"788"
"2018-05-04","한화","삼성","0","이원석","삼성","三","7006","0","2000","3000","0",7003,"0",0,"3000",0,0,0,3,0,1,0,"797"
"2018-05-04","한화","삼성","0","정근우","한화","二","0","3000","7104","0","0",0,"0",0,"0",0,0,0,1,0,0,0,"933"
"2018-05-04","한화","삼성","0","정은원","한화","二","0","0","0","0","0",7101,"0",0,"0",0,0,0,1,0,0,0,"957"
"2018-05-04","한화","삼성","0","지성준","한화","타","0","0","0","0","0",0,"0",7006,"0",0,0,0,1,0,0,0,"1016"
"2018-05-04","한화","삼성","0","최재훈","한화","포","0","1011","0","6300","0",7300,"0",2000,"0",0,0,0,4,1,0,1,"1070"
"2018-05-04","한화","삼성","0","하주석","한화","유","0","2000","0","1117","0",3000,"0",1001,"7102",0,0,0,4,2,1,1,"1122"
"2018-05-04","한화","삼성","0","호잉","한화","우","0","3000","1118","0","7100",0,"0",7107,"1301",0,0,0,4,2,2,3,"1158"
"2018-05-05","한화","삼성","0","강민호","삼성","포","0","7104","1116","0","7107",0,"2000",0,"0",0,0,0,4,1,0,0,"15"
"2018-05-05","한화","삼성","0","강한울","삼성","二","0","0","0","0","0",0,"0",0,"0",0,0,0,0,0,0,0,"31"
"2018-05-05","한화","삼성","0","김민하","한화","우중","2000","0","1012","0","0",7003,"1011",0,"0",0,0,0,4,2,0,2,"127"
"2018-05-05","한화","삼성","0","김상수","삼성","지","7102","0","1116","1017","0",7400,"0",2000,"0",0,0,0,5,2,1,2,"135"
"2018-05-05","한화","삼성","0","김성훈","삼성","유","0","0","3000","3000","0",1011,"0",7006,"0",0,0,0,2,1,2,0,"155"
"2018-05-05","한화","삼성","0","김태균","한화","지","0","7003","0","2000","0",0,"7002",0,"0",0,0,0,3,0,0,0,"243"
"2018-05-05","한화","삼성","0","김태연","한화","三一","0","0","0","0","0",0,"0",7104,"0",0,0,0,1,0,0,0,"244"
"2018-05-05","한화","삼성","0","김헌곤","삼성","좌","0","7002","1303","0","7301",2000,"0",0,"0",0,0,0,4,1,1,3,"259"
"2018-05-05","한화","삼성","0","김회성","한화","타","0","0","0","0","0",0,"0",2000,"0",0,0,0,1,0,0,0,"269"
"2018-05-05","한화","삼성","0","러프","삼성","一","2000","0","3000","7304","0",1019,"0",0,"0",0,0,0,3,1,1,0,"304"
"2018-05-05","한화","삼성","0","박찬도","삼성","우","0","0","0","0","0",0,"0",0,"0",0,0,0,0,0,0,0,"447"
"2018-05-05","한화","삼성","0","박한이","삼성","우","0","2000","7005","0","1013",0,"7100",0,"0",0,0,0,4,1,0,0,"452"
"2018-05-05","한화","삼성","0","박해민","삼성","중","2000","0","3000","7104","0",1300,"0",7006,"0",0,0,0,4,1,2,2,"453"
"2018-05-05","한화","삼성","0","손주인","삼성","二三","0","0","7003","7003","7006",0,"7101",0,"0",0,0,0,4,0,0,0,"537"
"2018-05-05","한화","삼성","0","송광민","한화","三","1019","0","0","7001","0",7101,"0",0,"0",0,0,0,3,1,0,0,"540"
"2018-05-05","한화","삼성","0","양성우","한화","좌","2000","0","0","7004","0",7006,"2000",0,"0",0,0,0,4,0,0,0,"615"
"2018-05-05","한화","삼성","0","오선진","한화","二三","0","0","7107","0","7102",0,"1019",0,"7102",0,0,0,4,1,0,1,"641"
"2018-05-05","한화","삼성","0","이성열","한화","一우","0","7006","0","0","7101",0,"1019",0,"2000",0,0,0,4,1,1,0,"764"
"2018-05-05","한화","삼성","0","이원석","삼성","三","1110","0","1116","3000","0",2000,"0",0,"0",0,0,0,3,2,1,1,"797"
"2018-05-05","한화","삼성","0","정은원","한화","주二","0","0","0","0","0",0,"0",2000,"0",0,0,0,1,0,1,0,"957"
"2018-05-05","한화","삼성","0","지성준","한화","타포","0","0","0","0","0",0,"2000",0,"2000",0,0,0,2,0,0,0,"1016"
"2018-05-05","한화","삼성","0","최재훈","한화","포","0","0","7006","0","0",1019,"0",0,"0",0,0,0,2,1,0,0,"1070"
"2018-05-05","한화","삼성","0","하주석","한화","유","0","7405","0","0","7100",0,"1011",0,"1110",0,0,0,4,2,1,0,"1122"
"2018-05-05","한화","삼성","0","호잉","한화","중","7107","0","0","1117","0",0,"3100",0,"0",0,0,0,2,1,0,0,"1158"
"2018-05-08","한화","넥센","0","김규민","넥센","좌","0","1011","7100","0","2000",3000,"0",1003,"0",0,0,0,4,2,1,0,"86"
"2018-05-08","한화","넥센","0","김민성","넥센","타","0","0","0","0","0",0,"0",0,"3000",0,0,0,0,0,0,0,"119"
"2018-05-08","한화","넥센","0","김민하","한화","타","0","0","0","0","0",2000,"0",0,"0",0,0,0,1,0,0,0,"127"
"2018-05-08","한화","넥센","0","김재현","넥센","포","0","7006","0","2000","3000",0,"0",0,"0",0,0,0,2,0,0,0,"199"
"2018-05-08","한화","넥센","0","김지수","넥센","三","0","0","0","0","0",0,"0",7304,"0",0,0,0,1,0,0,0,"227"
"2018-05-08","한화","넥센","0","김태균","한화","一","0","7102","0","2000","0",1019,"0",7003,"1011",0,0,0,5,2,1,1,"243"
"2018-05-08","한화","넥센","0","김하성","넥센","유","0","1017","7101","0","1019",1019,"7107",0,"7003",0,0,0,6,3,2,0,"256"
"2018-05-08","한화","넥센","0","김혜성","넥센","二","0","5002","0","7101","3100",0,"7107",2000,"0",0,0,0,3,0,1,1,"265"
"2018-05-08","한화","넥센","0","박동원","넥센","타포","0","0","0","0","0",0,"2000",0,"2000",0,0,0,2,0,0,0,"383"
"2018-05-08","한화","넥센","0","송광민","한화","三","7006","0","1303","0","7102",0,"2000",0,"2000",0,0,0,5,1,1,2,"540"
"2018-05-08","한화","넥센","0","송성문","넥센","三","0","1017","0","7005","1003",0,"1118",0,"0",0,0,0,4,3,1,1,"543"
"2018-05-08","한화","넥센","0","양성우","한화","좌","7101","0","1019","0","1019",0,"7004",0,"1018",0,0,0,5,3,2,0,"615"
"2018-05-08","한화","넥센","0","오선진","한화","二","0","0","2000","7004","0",0,"0",0,"0",0,0,0,2,0,0,0,"641"
"2018-05-08","한화","넥센","0","이성열","한화","지","0","1019","0","1017","0",1110,"0",7100,"1017",0,0,0,5,4,2,2,"764"
"2018-05-08","한화","넥센","0","이용규","한화","중","7300","0","7101","0","7101",2000,"0",0,"3100",0,0,0,4,0,1,0,"788"
"2018-05-08","한화","넥센","0","이정후","넥센","우","7104","1013","0","0","20007006",0,"3200",0,"1111",0,0,0,5,2,0,0,"818"
"2018-05-08","한화","넥센","0","이택근","넥센","지","2000","2000","0","0","1019",7003,"1019",0,"0",0,0,0,5,2,1,3,"847"
"2018-05-08","한화","넥센","0","임병욱","넥센","중","2000","3000","0","0","1011",2000,"2000",0,"0",0,0,0,4,1,1,0,"871"
"2018-05-08","한화","넥센","0","장영석","넥센","一","0","1110","2000","0","1301",2000,"0",7003,"0",0,0,0,5,2,2,4,"903"
"2018-05-08","한화","넥센","0","정은원","한화","二","0","0","0","0","0",0,"0",0,"1304",0,0,0,1,1,1,2,"957"
"2018-05-08","한화","넥센","0","지성준","한화","포","0","7212","0","7006","0",0,"0",0,"0",0,0,0,2,0,0,0,"1016"
"2018-05-08","한화","넥센","0","초이스","넥센","타","0","0","0","0","0",0,"0",0,"2000",0,0,0,1,0,0,0,"1038"
"2018-05-08","한화","넥센","0","최재훈","한화","타포","0","0","0","0","0",1116,"0",0,"6004",0,0,0,2,1,1,2,"1070"
"2018-05-08","한화","넥센","0","하주석","한화","유","0","1012","0","1011","0",2000,"0",7104,"0",0,0,0,4,2,0,1,"1122"
"2018-05-08","한화","넥센","0","호잉","한화","우","0","1116","7006","0","7101",0,"7003",0,"2000",0,0,0,5,1,1,0,"1158"
"2018-05-08","한화","넥센","0","홍성갑","넥센","주","0","0","0","0","0",0,"0",0,"0",0,0,0,0,0,0,0,"1163"
"2018-05-09","한화","넥센","0","김규민","넥센","좌","7104","0","7102","0","0",1001,"0",7003,"0",0,0,0,4,1,0,0,"86"
"2018-05-09","한화","넥센","0","김민성","넥센","타","0","0","0","0","0",0,"0",0,"7104",0,0,0,1,0,0,0,"119"
"2018-05-09","한화","넥센","0","김민하","한화","타","0","0","0","0","0",0,"2000",0,"0",0,0,0,1,0,0,0,"127"
"2018-05-09","한화","넥센","0","김지수","넥센","二","0","2000","0","0","2000",0,"0",0,"0",0,0,0,2,0,0,0,"227"
"2018-05-09","한화","넥센","0","김태균","한화","一","0","7005","0","7006","0",1019,"0",1303,"0",0,0,0,4,2,1,2,"243"
"2018-05-09","한화","넥센","0","김하성","넥센","유","3000","0","0","1017","0",7005,"0",7001,"0",0,0,0,3,1,0,0,"256"
"2018-05-09","한화","넥센","0","김혜성","넥센","二","0","0","0","0","0",0,"0",0,"0",0,0,0,0,0,0,0,"265"
"2018-05-09","한화","넥센","0","박동원","넥센","포","0","0","1017","0","2000",0,"7102",0,"7100",0,0,0,4,1,0,0,"383"
"2018-05-09","한화","넥센","0","송광민","한화","三","1018","0","7006","0","0",7004,"0",2000,"0",0,0,0,4,1,0,0,"540"
"2018-05-09","한화","넥센","0","송성문","넥센","三","0","2000","0","7005","0",7101,"0",0,"0",0,0,0,3,0,0,0,"543"
"2018-05-09","한화","넥센","0","양성우","한화","좌","7005","0","7003","0","0",3000,"7101",0,"0",0,0,0,3,0,0,0,"615"
"2018-05-09","한화","넥센","0","오선진","한화","二","0","0","0","0","0",0,"0",0,"2000",0,0,0,1,0,0,0,"641"
"2018-05-09","한화","넥센","0","이성열","한화","지","0","1003","0","7003","0",2000,"0",7004,"0",0,0,0,4,1,1,0,"764"
"2018-05-09","한화","넥센","0","이용규","한화","중","7104","0","7402","0","7003",0,"3000",0,"7407",0,0,0,4,0,0,0,"788"
"2018-05-09","한화","넥센","0","이정후","넥센","중","1019","0","7101","0","1019",0,"7104",0,"0",0,0,0,4,2,0,0,"818"
"2018-05-09","한화","넥센","0","이택근","넥센","지","3000","0","7006","0","0",2000,"0",1111,"0",0,0,0,3,1,1,0,"847"
"2018-05-09","한화","넥센","0","임병욱","넥센","타","0","0","0","0","0",0,"7100",0,"0",0,0,0,1,0,0,0,"871"
"2018-05-09","한화","넥센","0","장영석","넥센","一","0","2000","0","2000","0",3100,"0",2000,"0",0,0,0,3,0,0,0,"903"
"2018-05-09","한화","넥센","0","정은원","한화","二","0","7100","0","0","7104",0,"0",0,"0",0,0,0,2,0,0,0,"957"
"2018-05-09","한화","넥센","0","초이스","넥센","우","2000","0","0","7003","0",1019,"0",1017,"0",0,0,0,4,2,0,1,"1038"
"2018-05-09","한화","넥센","0","최재훈","한화","포","0","7003","0","0","7101",0,"4100",0,"2000",0,0,0,3,0,0,0,"1070"
"2018-05-09","한화","넥센","0","하주석","한화","유","0","1301","0","0","1012",0,"3000",7005,"0",0,0,0,3,2,1,2,"1122"
"2018-05-09","한화","넥센","0","호잉","한화","우","7304","0","0","7006","0",7006,"0",1110,"0",0,0,0,4,1,1,0,"1158"
"2018-05-09","한화","넥센","0","홍성갑","넥센","타","0","0","0","0","0",0,"0",0,"7104",0,0,0,1,0,0,0,"1163"
"2018-05-10","한화","넥센","0","김규민","넥센","一","0","1017","0","2000","0",2000,"0",0,"0",0,0,0,3,1,0,0,"86"
"2018-05-10","한화","넥센","0","김민성","넥센","타","0","0","0","0","0",0,"0",0,"1023",0,0,0,1,1,0,0,"119"
"2018-05-10","한화","넥센","0","김지수","넥센","주","0","0","0","0","0",0,"0",0,"0",0,0,0,0,0,0,0,"227"
"2018-05-10","한화","넥센","0","김태균","한화","一","1011","0","0","7104","7006",0,"0",7006,"0",0,0,0,4,1,0,0,"243"
"2018-05-10","한화","넥센","0","김하성","넥센","유","0","2000","0","1003","0",7005,"0",7400,"0",0,0,0,4,1,0,0,"256"
"2018-05-10","한화","넥센","0","김혜성","넥센","二","0","7101","0","0","7306",0,"7220",0,"0",0,0,0,3,0,0,0,"265"
"2018-05-10","한화","넥센","0","박동원","넥센","포","0","0","7102","0","7006",0,"7003",0,"0",0,0,0,3,0,0,0,"383"
"2018-05-10","한화","넥센","0","송광민","한화","三","1011","0","7208","0","3100",0,"2000",0,"7104",0,0,0,4,1,0,1,"540"
"2018-05-10","한화","넥센","0","송성문","넥센","三","0","1011","0","7104","0",0,"1017",0,"2000",0,0,0,4,2,0,0,"543"
"2018-05-10","한화","넥센","0","양성우","한화","좌","1118","0","3000","0","1003",0,"7004",0,"7003",0,0,0,4,2,1,0,"615"
"2018-05-10","한화","넥센","0","이성열","한화","지","2000","0","0","7102","0",1205,"0",2000,"0",0,0,0,4,1,1,0,"764"
"2018-05-10","한화","넥센","0","이용규","한화","중","7005","7005","0","0","1019",7101,"0",0,"1019",0,0,0,5,2,1,0,"788"
"2018-05-10","한화","넥센","0","이정후","넥센","좌","7006","0","7006","0","7104",0,"0",1017,"0",0,0,0,4,1,0,0,"818"
"2018-05-10","한화","넥센","0","이택근","넥센","지","2000","0","7104","0","0",7003,"0",7304,"0",0,0,0,4,0,0,0,"847"
"2018-05-10","한화","넥센","0","임병욱","넥센","중","7101","0","1304","0","0",1011,"0",1008,"0",0,0,0,4,3,1,1,"871"
"2018-05-10","한화","넥센","0","장영석","넥센","타","0","0","0","0","0",0,"0",0,"2000",0,0,0,1,0,0,0,"903"
"2018-05-10","한화","넥센","0","정은원","한화","二","0","7100","0","0","2000",3000,"0",0,"2000",0,0,0,3,0,0,0,"957"
"2018-05-10","한화","넥센","0","초이스","넥센","우","0","7005","0","7001","0",3100,"0",2000,"0",0,0,0,3,0,0,0,"1038"
"2018-05-10","한화","넥센","0","최재훈","한화","포","0","7101","0","7006","0",2000,"0",0,"6002",0,0,0,4,0,0,0,"1070"
"2018-05-10","한화","넥센","0","하주석","한화","유","2000","0","0","1012","0",1011,"0",7402,"0",0,0,0,4,2,0,1,"1122"
"2018-05-10","한화","넥센","0","호잉","한화","우","1017","0","7005","0","2000",0,"7002",0,"0",0,0,0,4,1,0,0,"1158"
"2018-05-10","한화","넥센","0","홍성갑","넥센","타","0","0","0","0","0",0,"0",0,"2000",0,0,0,1,0,0,0,"1163"
"2018-05-11","NC","한화","0","김민하","한화","좌","7107","0","0","7104","0",0,"0",0,"0",0,0,0,2,0,0,0,"127"
"2018-05-11","NC","한화","0","김성욱","NC","중","1303","0","1017","0","7102",0,"0",1019,"0",7006,0,0,5,3,1,1,"148"
"2018-05-11","NC","한화","0","김태균","한화","지","0","1116","0","7104","0",0,"7104",0,"1302",0,7004,0,5,2,1,2,"243"
"2018-05-11","NC","한화","0","김회성","한화","一","0","7101","0","0","2000",0,"0",0,"0",0,0,0,2,0,0,0,"269"
"2018-05-11","NC","한화","0","나성범","NC","우","7101","0","1118","0","7101",0,"0",3100,"0",0,1003,0,4,2,1,1,"274"
"2018-05-11","NC","한화","0","노진혁","NC","三","0","0","0","0","0",0,"0",0,"7100",0,1301,0,2,1,1,2,"291"
"2018-05-11","NC","한화","0","모창민","NC","三","7005","0","2000","0","0",7006,"0",0,"0",0,0,0,3,0,0,0,"352"
"2018-05-11","NC","한화","0","박석민","NC","지","0","7006","2000","0","0",2000,"0",0,"7100",0,2000,0,5,0,0,0,"395"
"2018-05-11","NC","한화","0","손시헌","NC","유","0","7104","0","7102","0",0,"7102",0,"7104",0,7006,0,5,0,0,0,"530"
"2018-05-11","NC","한화","0","송광민","한화","三","7108","0","0","2000","0",2000,"0",0,"7003",1011,0,0,5,1,0,0,"540"
"2018-05-11","NC","한화","0","스크럭스","NC","一","3100","0","3000","0","0",2000,"0",2000,"0",0,0,0,2,0,0,0,"556"
"2018-05-11","NC","한화","0","양성우","한화","타좌","0","0","0","0","0",7100,"0",2000,"0",7003,0,0,3,0,0,0,"615"
"2018-05-11","NC","한화","0","오선진","한화","二","0","0","7003","0","0",7102,"0",0,"0",0,0,0,2,0,0,0,"641"
"2018-05-11","NC","한화","0","이상호","NC","一二","0","0","0","0","0",0,"0",0,"0",0,4100,0,0,0,0,0,"758"
"2018-05-11","NC","한화","0","이성열","한화","타一","0","0","0","0","0",0,"7107",0,"2000",0,1003,0,3,1,0,0,"764"
